b,rank_ic,mae
0.0,0.09976873725385454,0.1656973772908193
1.0,0.07907971242805927,0.0843726928300427
2.0,0.10060826815725335,0.08659972488813397
3.0,0.06610480611845815,0.07161334277881529
4.0,0.11170743896201045,0.056294293117626994
