fold,period_idx,date,split,id,weight,p_hat,c_exec,implied,next_implied,edge
105,105,2025-08-16 00:00:00+00:00,train,565065,0.0,0.05698833192083412,0.605,0.605,0.605,-0.5480116680791659
105,105,2025-08-16 00:00:00+00:00,train,566136,0.0,0.06317944103284084,0.245,0.245,0.245,-0.18182055896715915
105,105,2025-08-16 00:00:00+00:00,train,566140,0.0,0.06094021724463186,0.265,0.265,0.265,-0.20405978275536815
105,105,2025-08-16 00:00:00+00:00,train,566142,0.0,0.06226280845201762,0.355,0.355,0.355,-0.2927371915479824
105,105,2025-08-16 00:00:00+00:00,train,566146,0.0,0.060523077287464484,0.116,0.116,0.116,-0.05547692271253552
105,105,2025-08-16 00:00:00+00:00,train,566170,0.0033672292803314263,0.049153687224495445,0.001,0.0005,0.0005,0.048153687224495444
105,105,2025-08-16 00:00:00+00:00,train,566186,0.02316018579338805,0.046568354410001574,0.001,0.0005,0.0005,0.04556835441000157
105,105,2025-08-16 00:00:00+00:00,train,566187,0.0,0.05783524519416638,0.425,0.425,0.425,-0.3671647548058336
105,105,2025-08-16 00:00:00+00:00,train,566188,0.0,0.05422290931093632,0.575,0.575,0.575,-0.5207770906890636
105,105,2025-08-16 00:00:00+00:00,train,566191,0.02316018579338805,0.05358585028573966,0.001,0.0005,0.0005,0.05258585028573966
105,105,2025-08-16 00:00:00+00:00,train,566193,0.02316018579338805,0.046462405135654354,0.001,0.0005,0.0005,0.04546240513565435
105,105,2025-08-16 00:00:00+00:00,train,566230,0.02316018579338805,0.052198873607380805,0.001,0.0005,0.0005,0.051198873607380804
105,105,2025-08-16 00:00:00+00:00,train,567560,0.02316018579338805,0.05174081767027508,0.0065,0.0065,0.0065,0.04524081767027508
105,105,2025-08-16 00:00:00+00:00,train,567561,0.0,0.05813446079624859,0.985,0.985,0.985,-0.9268655392037514
105,105,2025-08-16 00:00:00+00:00,train,567562,0.02316018579338805,0.04673844988838796,0.001,0.0005,0.0005,0.04573844988838796
105,105,2025-08-16 00:00:00+00:00,train,567563,0.02316018579338805,0.05122281214296136,0.001,0.0005,0.0005,0.05022281214296136
105,105,2025-08-16 00:00:00+00:00,train,567621,0.0,0.03818261865379996,0.0745,0.0745,0.0745,-0.03631738134620004
105,105,2025-08-16 00:00:00+00:00,train,567687,0.0,0.04792617911529407,0.295,0.295,0.295,-0.24707382088470592
105,105,2025-08-16 00:00:00+00:00,train,568117,0.0,0.08946940982447073,0.065,0.065,0.065,0.024469409824470725
105,105,2025-08-16 00:00:00+00:00,train,569356,0.02316018579338805,0.09751815278711959,0.001,0.0005,0.0005,0.09651815278711959
105,105,2025-08-16 00:00:00+00:00,train,569357,0.02316018579338805,0.10115486163869196,0.0015,0.0015,0.0015,0.09965486163869196
105,105,2025-08-16 00:00:00+00:00,train,569359,0.02316018579338805,0.1006392582113924,0.001,0.0005,0.0005,0.0996392582113924
105,105,2025-08-16 00:00:00+00:00,train,569364,0.02316018579338805,0.1018226914456581,0.001,0.0005,0.0005,0.1008226914456581
105,105,2025-08-16 00:00:00+00:00,train,569365,0.02316018579338805,0.10058540838100852,0.0015,0.0015,0.0015,0.09908540838100852
106,106,2025-08-17 00:00:00+00:00,train,540819,0.0,0.04855047204058025,0.485,0.485,0.485,-0.4364495279594197
106,106,2025-08-17 00:00:00+00:00,train,540843,0.0,0.0956591660209428,0.51,0.51,0.51,-0.4143408339790572
106,106,2025-08-17 00:00:00+00:00,train,540844,0.0,0.060882132259100295,0.494,0.494,0.494,-0.4331178677408997
106,106,2025-08-17 00:00:00+00:00,train,553824,0.0,0.11210813481515315,0.175,0.175,0.175,-0.06289186518484684
106,106,2025-08-17 00:00:00+00:00,train,553826,0.0,0.10248725658745572,0.085,0.085,0.085,0.017487256587455716
106,106,2025-08-17 00:00:00+00:00,train,553827,0.02316042194178823,0.09858886258096215,0.058,0.058,0.058,0.04058886258096215
106,106,2025-08-17 00:00:00+00:00,train,553828,0.0,0.07166822995392726,0.2525,0.2525,0.2525,-0.18083177004607276
106,106,2025-08-17 00:00:00+00:00,train,553829,0.0,0.09861677556607995,0.0795,0.0795,0.0795,0.01911677556607995
106,106,2025-08-17 00:00:00+00:00,train,553830,0.0,0.1008062921512836,0.0845,0.0845,0.0845,0.016306292151283597
106,106,2025-08-17 00:00:00+00:00,train,553831,0.02316042194178823,0.07477015944548242,0.0065,0.0065,0.0065,0.06827015944548241
106,106,2025-08-17 00:00:00+00:00,train,553837,0.02316042194178823,0.09452325688744899,0.0165,0.0165,0.0165,0.07802325688744899
106,106,2025-08-17 00:00:00+00:00,train,553838,0.0,0.0792132585894874,0.0615,0.0615,0.0615,0.0177132585894874
106,106,2025-08-17 00:00:00+00:00,train,553839,0.02316042194178823,0.09201884616424534,0.0095,0.0095,0.0095,0.08251884616424535
106,106,2025-08-17 00:00:00+00:00,train,553843,0.02316042194178823,0.0958865109943439,0.026,0.026,0.026,0.0698865109943439
106,106,2025-08-17 00:00:00+00:00,train,553848,0.02316042194178823,0.08811181881274577,0.0105,0.0105,0.0105,0.07761181881274577
106,106,2025-08-17 00:00:00+00:00,train,553849,0.02316042194178823,0.09494103930773728,0.0455,0.0455,0.0455,0.049441039307737286
106,106,2025-08-17 00:00:00+00:00,train,553850,0.02316042194178823,0.08868449895927619,0.0085,0.0085,0.0085,0.08018449895927618
106,106,2025-08-17 00:00:00+00:00,train,553851,0.0,0.08825432570795752,0.071,0.071,0.071,0.017254325707957527
106,106,2025-08-17 00:00:00+00:00,train,553852,0.02316042194178823,0.08973517822080312,0.0125,0.0125,0.0125,0.07723517822080313
106,106,2025-08-17 00:00:00+00:00,train,553856,0.0,0.06284969934904663,0.485,0.485,0.485,-0.4221503006509534
106,106,2025-08-17 00:00:00+00:00,train,553857,0.0,0.058070384015258755,0.044,0.044,0.044,0.014070384015258758
106,106,2025-08-17 00:00:00+00:00,train,553858,0.02316042194178823,0.0675785505902405,0.0275,0.0275,0.0275,0.0400785505902405
106,106,2025-08-17 00:00:00+00:00,train,553859,0.02316042194178823,0.06278422899427576,0.015,0.015,0.015,0.04778422899427576
106,106,2025-08-17 00:00:00+00:00,train,553860,0.02316042194178823,0.05914460721473926,0.0065,0.0065,0.0065,0.052644607214739264
106,106,2025-08-17 00:00:00+00:00,train,553862,0.0,0.07095235371991997,0.146,0.146,0.146,-0.07504764628008002
106,106,2025-08-17 00:00:00+00:00,train,553863,0.02316042194178823,0.05291338046059129,0.0175,0.0175,0.0175,0.03541338046059129
106,106,2025-08-17 00:00:00+00:00,train,553864,0.02316042194178823,0.04976018614510552,0.005,0.005,0.005,0.044760186145105525
106,106,2025-08-17 00:00:00+00:00,train,553865,0.0,0.06613220095686576,0.065,0.065,0.065,0.0011322009568657532
106,106,2025-08-17 00:00:00+00:00,train,553866,0.0,0.06065581111685502,0.1615,0.1615,0.1615,-0.10084418888314498
106,106,2025-08-17 00:00:00+00:00,train,553869,0.02316042194178823,0.049863607669429856,0.0015,0.0015,0.0015,0.048363607669429855
106,106,2025-08-17 00:00:00+00:00,train,553871,0.0,0.06118540607290913,0.0295,0.0295,0.0295,0.03168540607290913
106,106,2025-08-17 00:00:00+00:00,train,553876,0.02316042194178823,0.051672634737644815,0.0015,0.0015,0.0015,0.050172634737644814
106,106,2025-08-17 00:00:00+00:00,train,553877,0.02316042194178823,0.043419309416988836,0.001,0.0005,0.0005,0.042419309416988835
106,106,2025-08-17 00:00:00+00:00,train,553879,0.02316042194178823,0.045913060678498846,0.0015,0.0015,0.0015,0.044413060678498845
106,106,2025-08-17 00:00:00+00:00,train,553881,0.02316042194178823,0.050799650092646996,0.004,0.004,0.004,0.046799650092647
106,106,2025-08-17 00:00:00+00:00,train,558934,0.0,0.04111953808256426,0.1615,0.1615,0.1615,-0.12038046191743575
106,106,2025-08-17 00:00:00+00:00,train,558935,0.0,0.04366060594298742,0.1105,0.1105,0.1105,-0.06683939405701259
106,106,2025-08-17 00:00:00+00:00,train,558936,0.0,0.0471298684540891,0.161,0.161,0.161,-0.11387013154591091
106,106,2025-08-17 00:00:00+00:00,train,558937,0.0,0.041014830298455617,0.085,0.085,0.085,-0.04398516970154439
106,106,2025-08-17 00:00:00+00:00,train,558938,0.0,0.0425866827187821,0.0885,0.0885,0.0885,-0.0459133172812179
106,106,2025-08-17 00:00:00+00:00,train,558939,0.0,0.0431051242285107,0.0535,0.0535,0.0535,-0.0103948757714893
106,106,2025-08-17 00:00:00+00:00,train,558940,0.0,0.04569936278588828,0.0785,0.0785,0.0785,-0.03280063721411172
106,106,2025-08-17 00:00:00+00:00,train,558941,0.0,0.0412337453093672,0.0335,0.0335,0.0335,0.007733745309367199
106,106,2025-08-17 00:00:00+00:00,train,558943,0.0,0.03662659445046227,0.0125,0.0125,0.0125,0.02412659445046227
106,106,2025-08-17 00:00:00+00:00,train,558944,0.0,0.036257077019115624,0.0095,0.0095,0.0095,0.026757077019115623
106,106,2025-08-17 00:00:00+00:00,train,558945,0.0,0.03848656396474354,0.0105,0.0105,0.0105,0.02798656396474354
106,106,2025-08-17 00:00:00+00:00,train,558946,0.0,0.04308362230977898,0.0215,0.0215,0.0215,0.021583622309778984
106,106,2025-08-17 00:00:00+00:00,train,558947,0.0,0.03900479392330044,0.0165,0.0165,0.0165,0.022504793923300438
106,106,2025-08-17 00:00:00+00:00,train,558949,0.0,0.04893926988834998,0.0215,0.0215,0.0215,0.02743926988834998
106,106,2025-08-17 00:00:00+00:00,train,558951,0.0,0.04241923700862507,0.0235,0.0235,0.0235,0.01891923700862507
106,106,2025-08-17 00:00:00+00:00,train,558952,0.0,0.03306698351573099,0.0055,0.0055,0.0055,0.02756698351573099
106,106,2025-08-17 00:00:00+00:00,train,559651,0.0,0.06402830256664986,0.064,0.064,0.064,2.830256664985986e-05
106,106,2025-08-17 00:00:00+00:00,train,559652,0.0,0.034992708301846975,0.2725,0.2725,0.2725,-0.23750729169815304
106,106,2025-08-17 00:00:00+00:00,train,559653,0.0,0.03588655189293555,0.0825,0.0825,0.0825,-0.046613448107064456
106,106,2025-08-17 00:00:00+00:00,train,559654,0.0,0.03782699739924492,0.0405,0.0405,0.0405,-0.0026730026007550783
106,106,2025-08-17 00:00:00+00:00,train,559655,0.013933522589748722,0.03833032536708082,0.0365,0.0365,0.0365,0.0018303253670808248
106,106,2025-08-17 00:00:00+00:00,train,559656,0.0,0.033608046404118304,0.0125,0.0125,0.0125,0.021108046404118303
106,106,2025-08-17 00:00:00+00:00,train,559657,0.0,0.030035300676985094,0.0105,0.0105,0.0105,0.01953530067698509
106,106,2025-08-17 00:00:00+00:00,train,559658,0.0,0.04053454901343537,0.0645,0.0645,0.0645,-0.023965450986564635
106,106,2025-08-17 00:00:00+00:00,train,559659,0.0,0.03635111469905921,0.0125,0.0125,0.0125,0.02385111469905921
106,106,2025-08-17 00:00:00+00:00,train,559660,0.016495517531901555,0.03486050917991601,0.0235,0.0235,0.0235,0.01136050917991601
106,106,2025-08-17 00:00:00+00:00,train,559661,0.0,0.04206574095212394,0.0765,0.0765,0.0765,-0.03443425904787606
106,106,2025-08-17 00:00:00+00:00,train,559662,0.0,0.02571347755286924,0.0105,0.0105,0.0105,0.015213477552869238
106,106,2025-08-17 00:00:00+00:00,train,559663,0.0,0.035052262760557444,0.0195,0.0195,0.0195,0.015552262760557444
106,106,2025-08-17 00:00:00+00:00,train,559664,0.0,0.024047890659385732,0.0075,0.0075,0.0075,0.016547890659385733
106,106,2025-08-17 00:00:00+00:00,train,559665,0.0,0.02488960098176107,0.0095,0.0095,0.0095,0.01538960098176107
106,106,2025-08-17 00:00:00+00:00,train,559666,0.0,0.02293150686569324,0.0075,0.0075,0.0075,0.01543150686569324
106,106,2025-08-17 00:00:00+00:00,train,559667,0.0,0.025312458113842556,0.0105,0.0105,0.0105,0.014812458113842556
106,106,2025-08-17 00:00:00+00:00,train,559668,0.016640601706528244,0.03940019754142542,0.0275,0.0275,0.0275,0.011900197541425423
106,106,2025-08-17 00:00:00+00:00,train,559669,0.0,0.036097762178707984,0.0125,0.0125,0.0125,0.023597762178707984
106,106,2025-08-17 00:00:00+00:00,train,559670,0.0,0.022883964697484608,0.0065,0.0065,0.0065,0.01638396469748461
106,106,2025-08-17 00:00:00+00:00,train,559671,0.0,0.02262616041529903,0.0075,0.0075,0.0075,0.015126160415299031
106,106,2025-08-17 00:00:00+00:00,train,559672,0.0,0.025436355866362715,0.0115,0.0115,0.0115,0.013936355866362715
106,106,2025-08-17 00:00:00+00:00,train,559673,0.0,0.02486178512276238,0.0095,0.0095,0.0095,0.015361785122762381
106,106,2025-08-17 00:00:00+00:00,train,559674,0.0,0.030562756682629064,0.0075,0.0075,0.0075,0.023062756682629065
106,106,2025-08-17 00:00:00+00:00,train,559675,0.0,0.028568295016745987,0.0225,0.0225,0.0225,0.006068295016745988
106,106,2025-08-17 00:00:00+00:00,train,559676,0.0,0.023522973644300674,0.0075,0.0075,0.0075,0.016022973644300675
106,106,2025-08-17 00:00:00+00:00,train,559677,0.0,0.02196668553103292,0.0075,0.0075,0.0075,0.014466685531032919
106,106,2025-08-17 00:00:00+00:00,train,559678,0.0,0.02432310848517932,0.0085,0.0085,0.0085,0.01582310848517932
106,106,2025-08-17 00:00:00+00:00,train,559679,0.0,0.023625713737870393,0.0065,0.0065,0.0065,0.017125713737870394
106,106,2025-08-17 00:00:00+00:00,train,559680,0.0,0.022275797395031962,0.0065,0.0065,0.0065,0.015775797395031963
106,106,2025-08-17 00:00:00+00:00,train,559681,0.0,0.021925744127309948,0.0075,0.0075,0.0075,0.014425744127309948
106,106,2025-08-17 00:00:00+00:00,train,559682,0.0,0.022680490084008416,0.0065,0.0065,0.0065,0.016180490084008417
106,106,2025-08-17 00:00:00+00:00,train,559683,0.0,0.022993730327973964,0.0075,0.0075,0.0075,0.015493730327973965
106,106,2025-08-17 00:00:00+00:00,train,559684,0.0,0.029148601343560687,0.0105,0.0105,0.0105,0.018648601343560688
106,106,2025-08-17 00:00:00+00:00,train,559685,0.0,0.021794532016094752,0.0075,0.0075,0.0075,0.014294532016094753
106,106,2025-08-17 00:00:00+00:00,train,559686,0.0,0.03338684043213411,0.0105,0.0105,0.0105,0.022886840432134105
106,106,2025-08-17 00:00:00+00:00,train,559687,0.0,0.02259748359057357,0.0085,0.0085,0.0085,0.01409748359057357
106,106,2025-08-17 00:00:00+00:00,train,559688,0.0,0.021831685987225978,0.0075,0.0075,0.0075,0.014331685987225978
106,106,2025-08-17 00:00:00+00:00,train,559689,0.0,0.024551322489469184,0.0065,0.0065,0.0065,0.018051322489469186
106,106,2025-08-17 00:00:00+00:00,train,560317,0.0,0.0677242651341439,0.115,0.115,0.115,-0.04727573486585611
106,106,2025-08-17 00:00:00+00:00,train,561229,0.0,0.033911912683177343,0.1895,0.1895,0.1895,-0.15558808731682267
106,106,2025-08-17 00:00:00+00:00,train,561230,0.0,0.03874193060218243,0.1805,0.1805,0.1805,-0.14175806939781757
106,106,2025-08-17 00:00:00+00:00,train,561231,0.0,0.03916036826522761,0.058,0.058,0.058,-0.01883963173477239
106,106,2025-08-17 00:00:00+00:00,train,561232,0.0,0.04209364734609367,0.0185,0.0185,0.0185,0.023593647346093673
106,106,2025-08-17 00:00:00+00:00,train,561233,0.0,0.04295557488820656,0.0205,0.0205,0.0205,0.02245557488820656
106,106,2025-08-17 00:00:00+00:00,train,561234,0.0,0.04383951726605096,0.1105,0.1105,0.1105,-0.06666048273394903
106,106,2025-08-17 00:00:00+00:00,train,561235,0.0,0.03368952499285643,0.0075,0.0075,0.0075,0.026189524992856428
106,106,2025-08-17 00:00:00+00:00,train,561236,0.0,0.032465020450094695,0.0095,0.0095,0.0095,0.022965020450094693
106,106,2025-08-17 00:00:00+00:00,train,561237,0.0,0.03647652871661515,0.0125,0.0125,0.0125,0.02397652871661515
106,106,2025-08-17 00:00:00+00:00,train,561238,0.0,0.028669395578481346,0.0105,0.0105,0.0105,0.018169395578481344
106,106,2025-08-17 00:00:00+00:00,train,561239,0.0,0.04644519220860538,0.0415,0.0415,0.0415,0.004945192208605377
106,106,2025-08-17 00:00:00+00:00,train,561240,0.0,0.028924078541709076,0.0095,0.0095,0.0095,0.019424078541709078
106,106,2025-08-17 00:00:00+00:00,train,561241,0.0,0.037669583062335185,0.0105,0.0105,0.0105,0.027169583062335183
106,106,2025-08-17 00:00:00+00:00,train,561242,0.0,0.02729080718633466,0.0075,0.0075,0.0075,0.01979080718633466
106,106,2025-08-17 00:00:00+00:00,train,561243,0.0,0.03729481632457455,0.0375,0.0375,0.0375,-0.00020518367542544935
106,106,2025-08-17 00:00:00+00:00,train,561244,0.0,0.03041609926445331,0.0085,0.0085,0.0085,0.021916099264453308
106,106,2025-08-17 00:00:00+00:00,train,561245,0.0,0.026506042466455007,0.0085,0.0085,0.0085,0.018006042466455006
106,106,2025-08-17 00:00:00+00:00,train,561246,0.0,0.04534119012409725,0.0155,0.0155,0.0155,0.02984119012409725
106,106,2025-08-17 00:00:00+00:00,train,561247,0.0,0.023640066922402184,0.0065,0.0065,0.0065,0.017140066922402185
106,106,2025-08-17 00:00:00+00:00,train,561248,0.0,0.025176138484587548,0.0065,0.0065,0.0065,0.01867613848458755
106,106,2025-08-17 00:00:00+00:00,train,561249,0.0,0.026283581500602442,0.0095,0.0095,0.0095,0.01678358150060244
106,106,2025-08-17 00:00:00+00:00,train,561250,0.0,0.027146013809323646,0.0095,0.0095,0.0095,0.017646013809323645
106,106,2025-08-17 00:00:00+00:00,train,561251,0.0,0.024811376328478747,0.0065,0.0065,0.0065,0.01831137632847875
106,106,2025-08-17 00:00:00+00:00,train,561973,0.0,0.040636780716530596,0.0185,0.0185,0.0185,0.022136780716530597
106,106,2025-08-17 00:00:00+00:00,train,561974,0.0,0.03986344764719802,0.3965,0.3965,0.3965,-0.356636552352802
106,106,2025-08-17 00:00:00+00:00,train,561975,0.0,0.04181502750499491,0.2045,0.2045,0.2045,-0.16268497249500508
106,106,2025-08-17 00:00:00+00:00,train,561976,0.0,0.029304424686623476,0.0125,0.0125,0.0125,0.016804424686623475
106,106,2025-08-17 00:00:00+00:00,train,561977,0.0,0.039701342177744306,0.0155,0.0155,0.0155,0.024201342177744306
106,106,2025-08-17 00:00:00+00:00,train,561978,0.0,0.03578883924799764,0.0215,0.0215,0.0215,0.014288839247997641
106,106,2025-08-17 00:00:00+00:00,train,561979,0.0,0.038804458092944354,0.0255,0.0255,0.0255,0.013304458092944355
106,106,2025-08-17 00:00:00+00:00,train,561980,0.0,0.03233671517573898,0.0095,0.0095,0.0095,0.02283671517573898
106,106,2025-08-17 00:00:00+00:00,train,561981,0.0,0.028701759954717732,0.0115,0.0115,0.0115,0.017201759954717732
106,106,2025-08-17 00:00:00+00:00,train,561982,0.0,0.02543197067400627,0.0075,0.0075,0.0075,0.01793197067400627
106,106,2025-08-17 00:00:00+00:00,train,561983,0.0,0.02880695604983112,0.0095,0.0095,0.0095,0.01930695604983112
106,106,2025-08-17 00:00:00+00:00,train,561984,0.0,0.02892271707762008,0.0085,0.0085,0.0085,0.02042271707762008
106,106,2025-08-17 00:00:00+00:00,train,561985,0.0,0.0322868345166212,0.0085,0.0085,0.0085,0.023786834516621197
106,106,2025-08-17 00:00:00+00:00,train,561986,0.0,0.026471191055743186,0.0065,0.0065,0.0065,0.019971191055743187
106,106,2025-08-17 00:00:00+00:00,train,561987,0.0,0.025918966377112686,0.0065,0.0065,0.0065,0.019418966377112688
106,106,2025-08-17 00:00:00+00:00,train,561988,0.0,0.034300699202596575,0.0085,0.0085,0.0085,0.025800699202596575
106,106,2025-08-17 00:00:00+00:00,train,561989,0.0,0.033299380261858046,0.0115,0.0115,0.0115,0.021799380261858046
106,106,2025-08-17 00:00:00+00:00,train,561990,0.0,0.025603351549211763,0.0115,0.0115,0.0115,0.014103351549211763
106,106,2025-08-17 00:00:00+00:00,train,561991,0.0,0.02697356984321498,0.0075,0.0075,0.0075,0.01947356984321498
106,106,2025-08-17 00:00:00+00:00,train,561992,0.0,0.025305036856809796,0.0085,0.0085,0.0085,0.016805036856809796
106,106,2025-08-17 00:00:00+00:00,train,561993,0.0,0.02483928221277121,0.0065,0.0065,0.0065,0.018339282212771212
106,106,2025-08-17 00:00:00+00:00,train,561994,0.0,0.02512019604838179,0.0065,0.0065,0.0065,0.01862019604838179
106,106,2025-08-17 00:00:00+00:00,train,561995,0.0,0.0246159969169868,0.0065,0.0065,0.0065,0.0181159969169868
106,106,2025-08-17 00:00:00+00:00,train,561996,0.0,0.04273216688632178,0.0495,0.0495,0.0495,-0.0067678331136782205
106,106,2025-08-17 00:00:00+00:00,train,561998,0.0,0.035753194186553636,0.0115,0.0115,0.0115,0.024253194186553636
106,106,2025-08-17 00:00:00+00:00,train,561999,0.0,0.025712183858811705,0.0075,0.0075,0.0075,0.018212183858811706
106,106,2025-08-17 00:00:00+00:00,train,562000,0.0,0.02892502474065733,0.0115,0.0115,0.0115,0.01742502474065733
106,106,2025-08-17 00:00:00+00:00,train,562001,0.0,0.029314246466398006,0.0075,0.0075,0.0075,0.021814246466398006
106,106,2025-08-17 00:00:00+00:00,train,562793,0.0,0.08085996288107816,0.535,0.535,0.535,-0.45414003711892187
106,106,2025-08-17 00:00:00+00:00,train,562794,0.0,0.079312219170001,0.465,0.465,0.465,-0.385687780829999
106,106,2025-08-17 00:00:00+00:00,train,562802,0.0,0.0684352600226288,0.845,0.845,0.845,-0.7765647399773712
106,106,2025-08-17 00:00:00+00:00,train,562803,0.0,0.06607818063544736,0.155,0.155,0.155,-0.08892181936455264
106,106,2025-08-17 00:00:00+00:00,train,562828,0.0,0.0806090053627692,0.515,0.515,0.515,-0.4343909946372308
106,106,2025-08-17 00:00:00+00:00,train,562829,0.02316042194178823,0.09363113254010076,0.0075,0.0075,0.0075,0.08613113254010077
106,106,2025-08-17 00:00:00+00:00,train,562830,0.0,0.08775179667222609,0.345,0.345,0.345,-0.25724820332777387
106,106,2025-08-17 00:00:00+00:00,train,562831,0.0,0.08282852975991309,0.135,0.135,0.135,-0.05217147024008692
106,106,2025-08-17 00:00:00+00:00,train,562832,0.02316042194178823,0.09575460635842901,0.0055,0.0055,0.0055,0.09025460635842901
106,106,2025-08-17 00:00:00+00:00,train,564161,0.02316042194178823,0.09222908617197702,0.022,0.022,0.022,0.07022908617197701
106,106,2025-08-17 00:00:00+00:00,train,564166,0.02316042194178823,0.0851769153495678,0.0185,0.0185,0.0185,0.0666769153495678
106,106,2025-08-17 00:00:00+00:00,train,564194,0.0,0.11760978722535534,0.235,0.235,0.235,-0.11739021277464465
106,106,2025-08-17 00:00:00+00:00,train,564195,0.0,0.12041983196708886,0.135,0.135,0.135,-0.01458016803291115
106,106,2025-08-17 00:00:00+00:00,train,564196,0.02316042194178823,0.10218450210543094,0.018,0.018,0.018,0.08418450210543094
106,106,2025-08-17 00:00:00+00:00,train,564198,0.0,0.08801068045031052,0.145,0.145,0.145,-0.05698931954968947
106,106,2025-08-17 00:00:00+00:00,train,564205,0.02316042194178823,0.08548067609053449,0.0035,0.0035,0.0035,0.08198067609053449
106,106,2025-08-17 00:00:00+00:00,train,564210,0.0,0.10754055140396324,0.615,0.615,0.615,-0.5074594485960368
106,106,2025-08-17 00:00:00+00:00,train,564211,0.0,0.1162202315749654,0.125,0.125,0.125,-0.008779768425034598
106,106,2025-08-17 00:00:00+00:00,train,564212,0.02316042194178823,0.10526889714472928,0.0155,0.0155,0.0155,0.08976889714472928
106,106,2025-08-17 00:00:00+00:00,train,564213,0.02316042194178823,0.09485279726843344,0.018,0.018,0.018,0.07685279726843344
106,106,2025-08-17 00:00:00+00:00,train,564222,0.02316042194178823,0.10656407473912305,0.0015,0.0015,0.0015,0.10506407473912305
106,106,2025-08-17 00:00:00+00:00,train,564223,0.02316042194178823,0.10204197033312123,0.0015,0.0015,0.0015,0.10054197033312123
106,106,2025-08-17 00:00:00+00:00,train,565064,0.0,0.04609822421017514,0.385,0.385,0.385,-0.3389017757898249
106,106,2025-08-17 00:00:00+00:00,train,565065,0.0,0.05697189264539181,0.605,0.605,0.605,-0.5480281073546082
106,106,2025-08-17 00:00:00+00:00,train,566136,0.0,0.06310895316529594,0.245,0.245,0.245,-0.18189104683470406
106,106,2025-08-17 00:00:00+00:00,train,566140,0.0,0.06089832567604734,0.265,0.265,0.265,-0.20410167432395268
106,106,2025-08-17 00:00:00+00:00,train,566142,0.0,0.06221032605927853,0.355,0.355,0.355,-0.2927896739407215
106,106,2025-08-17 00:00:00+00:00,train,566146,0.0,0.060405747209025334,0.116,0.116,0.116,-0.05559425279097467
106,106,2025-08-17 00:00:00+00:00,train,566170,0.0033530585585037622,0.049097186840190016,0.001,0.0005,0.0005,0.048097186840190015
106,106,2025-08-17 00:00:00+00:00,train,566186,0.02316042194178823,0.04654672632856265,0.001,0.0005,0.0005,0.04554672632856265
106,106,2025-08-17 00:00:00+00:00,train,566187,0.0,0.05776974263194113,0.425,0.425,0.425,-0.36723025736805887
106,106,2025-08-17 00:00:00+00:00,train,566188,0.0,0.0541687600168968,0.575,0.575,0.575,-0.5208312399831032
106,106,2025-08-17 00:00:00+00:00,train,566191,0.02316042194178823,0.053515601102043536,0.001,0.0005,0.0005,0.052515601102043535
106,106,2025-08-17 00:00:00+00:00,train,566193,0.02316042194178823,0.04641687226982186,0.001,0.0005,0.0005,0.045416872269821856
106,106,2025-08-17 00:00:00+00:00,train,566230,0.02316042194178823,0.05211205532818682,0.001,0.0005,0.0005,0.05111205532818682
106,106,2025-08-17 00:00:00+00:00,train,567560,0.02316042194178823,0.05167708523012667,0.0065,0.0065,0.0065,0.04517708523012667
106,106,2025-08-17 00:00:00+00:00,train,567561,0.0,0.058046509702749056,0.985,0.985,0.985,-0.9269534902972509
106,106,2025-08-17 00:00:00+00:00,train,567562,0.02316042194178823,0.04675296091250771,0.001,0.0005,0.0005,0.04575296091250771
106,106,2025-08-17 00:00:00+00:00,train,567563,0.02316042194178823,0.05118715271544646,0.001,0.0005,0.0005,0.05018715271544646
106,106,2025-08-17 00:00:00+00:00,train,567621,0.0,0.038137126050686705,0.0745,0.0745,0.0745,-0.03636287394931329
106,106,2025-08-17 00:00:00+00:00,train,567687,0.0,0.04785350741922883,0.295,0.295,0.295,-0.24714649258077115
106,106,2025-08-17 00:00:00+00:00,train,568117,0.0,0.08941019627609312,0.065,0.065,0.065,0.024410196276093116
106,106,2025-08-17 00:00:00+00:00,train,569356,0.02316042194178823,0.09734104020462557,0.001,0.0005,0.0005,0.09634104020462557
106,106,2025-08-17 00:00:00+00:00,train,569357,0.02316042194178823,0.1010109580469391,0.0015,0.0015,0.0015,0.0995109580469391
106,106,2025-08-17 00:00:00+00:00,train,569359,0.02316042194178823,0.1004836471627317,0.001,0.0005,0.0005,0.0994836471627317
106,106,2025-08-17 00:00:00+00:00,train,569364,0.02316042194178823,0.10173384497103975,0.001,0.0005,0.0005,0.10073384497103975
106,106,2025-08-17 00:00:00+00:00,train,569365,0.02316042194178823,0.1004457812092104,0.0015,0.0015,0.0015,0.0989457812092104
107,107,2025-08-18 00:00:00+00:00,train,540819,0.0,0.04850757463504856,0.485,0.485,0.485,-0.4364924253649514
107,107,2025-08-18 00:00:00+00:00,train,540843,0.0,0.09550955271687836,0.51,0.51,0.51,-0.4144904472831217
107,107,2025-08-18 00:00:00+00:00,train,540844,0.0,0.06083478092838216,0.494,0.494,0.494,-0.4331652190716178
107,107,2025-08-18 00:00:00+00:00,train,553824,0.0,0.11201231514882756,0.175,0.175,0.175,-0.06298768485117243
107,107,2025-08-18 00:00:00+00:00,train,553826,0.0,0.10239828759708296,0.085,0.085,0.085,0.01739828759708295
107,107,2025-08-18 00:00:00+00:00,train,553827,0.023160634923632035,0.09846014893029145,0.058,0.058,0.058,0.04046014893029145
