fold,id,weight,p_hat,c_exec,implied,edge
1,553828,0.0,0.06846303836733698,0.2525,0.2525,-0.18403696163266303
1,561241,0.0,0.036825985949494836,0.0105,0.0105,0.026325985949494833
1,558958,0.0,0.03268140352357938,0.0025,0.0025,0.03018140352357938
1,597964,0.0005757176021488464,0.1170877582918337,0.0225,0.0225,0.09458775829183369
1,561229,0.0,0.03341215750742343,0.1895,0.1895,-0.15608784249257657
1,561987,0.0,0.025685391507039666,0.0065,0.0065,0.019185391507039667
1,559687,0.0,0.022350665642650935,0.0085,0.0085,0.013850665642650934
1,559688,0.0,0.021673075734704044,0.0075,0.0075,0.014173075734704044
1,559682,0.0,0.022555341460654358,0.0065,0.0065,0.01605534146065436
1,559663,0.0,0.03432891751010172,0.0195,0.0195,0.014828917510101718
1,558957,0.0,0.03072067734263007,0.0015,0.0015,0.029220677342630067
1,559653,0.0,0.03513288412658726,0.0825,0.0825,-0.047367115873412746
1,566193,0.0,0.04554948552548701,0.001,0.0005,0.04454948552548701
1,561249,0.0,0.025894649348585715,0.0095,0.0095,0.016394649348585713
1,561235,0.0,0.03335939542726974,0.0075,0.0075,0.02585939542726974
1,559662,0.0,0.02554758214275434,0.0105,0.0105,0.015047582142754338
1,601818,3.025198132471524e-05,0.055840966604349354,0.0035,0.0035,0.05234096660434935
1,564166,0.00017380468458824805,0.08195442628803755,0.0185,0.0185,0.06345442628803755
1,564196,0.0003941920545194323,0.09852174079707166,0.018,0.018,0.08052174079707165
1,561250,0.0,0.0268254959029028,0.0095,0.0095,0.017325495902902797
1,569367,0.00048318327251590983,0.08840710884086345,0.001,0.0005,0.08740710884086345
1,559673,0.0,0.02480762325632122,0.0095,0.0095,0.015307623256321219
1,558949,0.0,0.047718781709587633,0.0215,0.0215,0.026218781709587635
1,565065,0.0,0.05642772470620373,0.605,0.605,-0.5485722752937963
1,553864,0.0,0.04876559617142149,0.005,0.005,0.04376559617142149
1,564223,0.0006276663407738667,0.10010034736881744,0.0015,0.0015,0.09860034736881744
1,553856,0.0,0.06102188142935146,0.485,0.485,-0.42397811857064854
1,561240,0.0,0.028339825006078803,0.0095,0.0095,0.0188398250060788
1,564194,0.0,0.11563264543120572,0.235,0.235,-0.11936735456879427
1,561992,0.0,0.025076827290059098,0.0085,0.0085,0.016576827290059097
1,561244,0.0,0.03020126359381486,0.0085,0.0085,0.02170126359381486
1,559677,0.0,0.02183801322067954,0.0075,0.0075,0.01433801322067954
1,558940,0.0,0.04486309308564163,0.0785,0.0785,-0.03363690691435837
1,601819,0.0,0.07102164785023164,0.385,0.385,-0.3139783521497684
1,561980,0.0,0.03207934492002459,0.0095,0.0095,0.022579344920024585
1,553863,0.0,0.05154774930845289,0.0175,0.0175,0.03404774930845289
1,561231,0.0,0.038178729483583106,0.058,0.058,-0.019821270516416897
1,561991,0.0,0.026788943513610573,0.0075,0.0075,0.019288943513610574
1,562803,0.0,0.0645681428978356,0.155,0.155,-0.09043185710216439
1,561251,0.0,0.024390457241170383,0.0065,0.0065,0.017890457241170384
1,567562,0.0,0.047013372931706016,0.001,0.0005,0.046013372931706015
1,561232,0.0,0.04146760951156408,0.0185,0.0185,0.02296760951156408
1,540819,0.0,0.04759098181351672,0.485,0.485,-0.43740901818648326
1,562001,0.0,0.028893471376157456,0.0075,0.0075,0.021393471376157457
1,561236,0.0,0.03212515975167399,0.0095,0.0095,0.022625159751673986
1,561983,0.0,0.028458665396897922,0.0095,0.0095,0.018958665396897924
1,566140,0.0,0.0599223813166133,0.265,0.265,-0.2050776186833867
1,553850,0.0003615888484418453,0.08649277215396568,0.0085,0.0085,0.07799277215396569
1,561984,0.0,0.028701564081152042,0.0085,0.0085,0.02020156408115204
1,558962,0.0,0.030793070386038655,0.0015,0.0015,0.029293070386038653
1,561246,0.0,0.04385915074401262,0.0155,0.0155,0.028359150744012622
1,558941,0.0,0.04073735353772803,0.0335,0.0335,0.007237353537728031
1,566136,0.0,0.06162188140429459,0.245,0.245,-0.1833781185957054
1,562830,0.0,0.08499038774402579,0.345,0.345,-0.2600096122559742
1,553848,0.00033259157698781546,0.08624783210358888,0.0105,0.0105,0.07574783210358889
1,553865,0.0,0.06437943619832595,0.065,0.065,-0.0006205638016740511
1,558959,0.0,0.03241864768857467,0.0025,0.0025,0.029918647688574673
1,559654,0.0,0.03701323400784614,0.0405,0.0405,-0.003486765992153862
1,553829,0.0,0.09521333515706458,0.0795,0.0795,0.01571333515706458
1,559681,0.0,0.021794636050936934,0.0075,0.0075,0.014294636050936935
1,567621,0.0,0.03723669834163681,0.0745,0.0745,-0.03726330165836319
1,553858,0.0,0.06537573127923152,0.0275,0.0275,0.03787573127923152
1,566142,0.0,0.06103863207196799,0.355,0.355,-0.293961367928032
1,561229,0.0,0.03341215750742343,0.1895,0.1895,-0.15608784249257657
1,561995,0.0,0.02429106096190829,0.0065,0.0065,0.01779106096190829
1,566188,0.0,0.05307243269006299,0.575,0.575,-0.521927567309937
1,559689,0.0,0.02425452659611439,0.0065,0.0065,0.01775452659611439
1,561975,0.0,0.040785459639327684,0.2045,0.2045,-0.1637145403606723
1,559651,0.0,0.061360684738083454,0.064,0.064,-0.002639315261916547
1,566230,0.0,0.05048414447364912,0.001,0.0005,0.04948414447364912
1,559685,0.0,0.021703607324806758,0.0075,0.0075,0.014203607324806758
1,561998,0.0,0.035369446987023746,0.0115,0.0115,0.023869446987023746
1,559675,0.0,0.02816599934073102,0.0225,0.0225,0.005665999340731021
1,558937,0.0,0.04061297554168913,0.085,0.085,-0.04438702445831088
1,561989,0.0,0.032661067670394714,0.0115,0.0115,0.021161067670394714
1,558956,0.0,0.032432979222168735,0.0045,0.0045,0.027932979222168735
1,562829,0.00042974378268931886,0.090770997485635,0.0075,0.0075,0.08327099748563499
1,562794,0.0,0.07756303878299839,0.465,0.465,-0.38743696121700166
1,561977,0.0,0.03898687534185884,0.0155,0.0155,0.023486875341858837
1,561993,0.0,0.024578541643876566,0.0065,0.0065,0.018078541643876567
1,601822,0.00026953985731858115,0.07636377081777383,0.0055,0.0055,0.07086377081777383
1,561239,0.0,0.04507375265638452,0.0415,0.0415,0.0035737526563845157
1,559665,0.0,0.02474153652185988,0.0095,0.0095,0.01524153652185988
1,569364,0.0006241021287647986,0.09932387208476003,0.001,0.0005,0.09832387208476003
1,558946,0.0,0.04249424429212856,0.0215,0.0215,0.02099424429212856
1,558954,0.0,0.032068539090547715,0.0025,0.0025,0.029568539090547716
1,553860,1.8055617633188184e-05,0.05789722675358589,0.0065,0.0065,0.05139722675358589
1,561974,0.0,0.0387633714709667,0.3965,0.3965,-0.3577366285290333
1,553866,0.0,0.05823077246117012,0.1615,0.1615,-0.10326922753882989
1,569365,0.0005902740804324932,0.09720329568926206,0.0015,0.0015,0.09570329568926206
1,559669,0.0,0.03530678556569613,0.0125,0.0125,0.02280678556569613
1,568117,0.0,0.08751536483070599,0.065,0.065,0.022515364830705986
1,553843,0.00022118817491798457,0.09312505405037703,0.026,0.026,0.06712505405037704
1,553839,0.00038996765883427567,0.08969106547563839,0.0095,0.0095,0.0801910654756384
1,561247,0.0,0.023379683092442163,0.0065,0.0065,0.016879683092442165
1,566170,0.0,0.04800975260081846,0.001,0.0005,0.04700975260081846
1,558947,0.0,0.038779001327010065,0.0165,0.0165,0.022279001327010065
1,559684,0.0,0.028354599045869053,0.0105,0.0105,0.01785459904586905
1,558935,0.0,0.04307861894905269,0.1105,0.1105,-0.0674213810509473
1,561973,0.0,0.03976474545759665,0.0185,0.0185,0.021264745457596653
1,561237,0.0,0.03548239893174876,0.0125,0.0125,0.02298239893174876
1,564212,0.000473731893068716,0.10218217697614798,0.0155,0.0155,0.08668217697614798
1,561253,0.0,0.040508384245816334,0.0245,0.0245,0.016008384245816333
1,553857,0.0,0.056642383264484945,0.044,0.044,0.012642383264484948
1,597964,0.0005757176021488464,0.1170877582918337,0.0225,0.0225,0.09458775829183369
1,559687,0.0,0.022350665642650935,0.0085,0.0085,0.013850665642650934
1,553838,0.0,0.07567563122061796,0.0615,0.0615,0.014175631220617962
1,561990,0.0,0.025344023557485867,0.0115,0.0115,0.013844023557485867
1,566187,0.0,0.056440171773716435,0.425,0.425,-0.3685598282262835
1,561242,0.0,0.02686398854493404,0.0075,0.0075,0.01936398854493404
1,540843,0.0,0.09211632928226557,0.51,0.51,-0.41788367071773447
1,553879,0.0,0.044840872523097014,0.0015,0.0015,0.04334087252309701
1,553831,0.00019976513248027452,0.07196188651970405,0.0065,0.0065,0.06546188651970404
1,553849,0.0,0.09185742550652992,0.0455,0.0455,0.04635742550652992
1,558944,0.0,0.03617917078217489,0.0095,0.0095,0.02667917078217489
1,553869,0.0,0.04889807561594092,0.0015,0.0015,0.04739807561594092
1,558951,0.0,0.04190893605377661,0.0235,0.0235,0.01840893605377661
1,553881,0.0,0.049450890740437015,0.004,0.004,0.04545089074043701
1,564205,0.0003601583049201437,0.08138005835362903,0.0035,0.0035,0.07788005835362903
1,553859,0.0,0.0609325694332745,0.015,0.015,0.0459325694332745
1,564222,0.0006889571443126892,0.10484944380263832,0.0015,0.0015,0.10334944380263832
1,558958,0.0,0.03268140352357938,0.0025,0.0025,0.03018140352357938
1,558939,0.0,0.04257190284946723,0.0535,0.0535,-0.010928097150532771
1,558960,0.0,0.03016255577934622,0.0015,0.0015,0.02866255577934622
1,564211,0.0,0.11420657551869426,0.125,0.125,-0.010793424481305741
1,564161,0.00021148274224294458,0.08837257471254518,0.022,0.022,0.06637257471254518
1,567563,0.0,0.05054792742389498,0.001,0.0005,0.04954792742389498
1,599323,0.0,0.09437083101786482,0.915,0.915,-0.8206291689821352
1,561241,0.0,0.036825985949494836,0.0105,0.0105,0.026325985949494833
1,561248,0.0,0.024886896806987396,0.0065,0.0065,0.018386896806987397
1,566186,0.0,0.04608449242150153,0.001,0.0005,0.04508449242150153
1,559664,0.0,0.02389117178731852,0.0075,0.0075,0.01639117178731852
1,564213,0.00030483054985517346,0.09160041226928585,0.018,0.018,0.07360041226928585
1,559683,0.0,0.022792018893086647,0.0075,0.0075,0.015292018893086647
1,566191,1.4929288683483772e-05,0.05215519894428637,0.001,0.0005,0.05115519894428637
1,559655,0.0,0.037664411914327636,0.0365,0.0365,0.0011644119143276385
1,561234,0.0,0.04253828768694342,0.1105,0.1105,-0.06796171231305659
1,559661,0.0,0.0409895703848733,0.0765,0.0765,-0.035510429615126696
1,569357,0.0005965275426087211,0.09768778247937468,0.0015,0.0015,0.09618778247937468
1,561245,0.0,0.02623691863018652,0.0085,0.0085,0.01773691863018652
1,561252,0.0,0.044388500747196004,0.0165,0.0165,0.027888500747196003
1,558936,0.0,0.04606549517470439,0.161,0.161,-0.11493450482529562
1,559657,0.0,0.02956022987570468,0.0105,0.0105,0.01906022987570468
1,561976,0.0,0.029121846980911966,0.0125,0.0125,0.016621846980911965
1,559674,0.0,0.029975557057151915,0.0075,0.0075,0.022475557057151915
1,599324,0.0,0.1023044433783624,0.085,0.085,0.0173044433783624
1,559679,0.0,0.023331080840704305,0.0065,0.0065,0.016831080840704307
1,559680,0.0,0.022141183428716762,0.0065,0.0065,0.015641183428716763
1,601823,0.0,0.05064352189428966,0.0035,0.0035,0.04714352189428966
1,561987,0.0,0.025685391507039666,0.0065,0.0065,0.019185391507039667
1,558945,0.0,0.038192113921534605,0.0105,0.0105,0.027692113921534603
1,561985,0.0,0.03173568034545256,0.0085,0.0085,0.023235680345452557
1,559652,0.0,0.03396699409099448,0.2725,0.2725,-0.23853300590900553
1,561981,0.0,0.028476028704045895,0.0115,0.0115,0.016976028704045895
1,559676,0.0,0.023393247907609927,0.0075,0.0075,0.015893247907609927
