fold,period_idx,date,split,pnl_realized_next_step,objective,turnover_l1
56,56,2025-06-28 00:00:00+00:00,train,-2.1826411081795337e-05,0.015419060756553186,0.16314742629476742
57,57,2025-06-29 00:00:00+00:00,train,-2.7534567860961634e-05,0.017322653966702413,0.12395534512085193
58,58,2025-06-30 00:00:00+00:00,train,-2.4385929174770923e-05,0.014263622249386126,0.19230916071487064
59,59,2025-07-01 00:00:00+00:00,train,-2.1425027723265665e-05,0.014206258656942623,0.18200015465610428
60,60,2025-07-02 00:00:00+00:00,train,-1.702893512751225e-05,0.016789828846110903,0.1443033051766834
61,61,2025-07-03 00:00:00+00:00,train,-1.862989262585183e-05,0.02267667673172953,0.6322270236245093
62,62,2025-07-04 00:00:00+00:00,train,-1.4879199398009425e-05,0.07121407836017041,0.30866115622065937
63,63,2025-07-05 00:00:00+00:00,train,-6.411008013158093e-06,0.07681489146992947,0.3322117306728536
64,64,2025-07-06 00:00:00+00:00,train,-6.802302314078413e-06,0.08163098177227288,0.22933837563522094
65,65,2025-07-07 00:00:00+00:00,train,-4.561693750705002e-06,0.11585359863216567,0.2534661741581559
66,66,2025-07-08 00:00:00+00:00,train,-8.126991771322732e-07,0.11553809730489516,0.2968110511863516
67,67,2025-07-09 00:00:00+00:00,train,-4.972470204166226e-06,0.11757701256150832,0.18475056436417903
68,68,2025-07-10 00:00:00+00:00,train,-1.4186112118215954e-05,0.11700963484171417,0.14498549189891174
69,69,2025-07-11 00:00:00+00:00,train,-5.9741734402625376e-06,0.10619685551354012,0.1867931198258318
70,70,2025-07-12 00:00:00+00:00,train,-2.0726370591574055e-06,0.10644711201894341,0.27814120446575014
71,71,2025-07-13 00:00:00+00:00,train,-5.7363903445432085e-06,0.10697762363180764,0.1508231959531372
72,72,2025-07-14 00:00:00+00:00,train,-4.9114365931159116e-06,0.08563762321745308,0.30912610283788733
73,73,2025-07-15 00:00:00+00:00,train,-1.8937788897148619e-06,0.08658165844760232,0.3683870938873965
74,74,2025-07-16 00:00:00+00:00,train,-5.430312319634624e-06,0.09462005996213908,0.13762146652265908
75,75,2025-07-17 00:00:00+00:00,train,-1.481933397187218e-05,0.07784928454341478,0.23461479549056402
76,76,2025-07-18 00:00:00+00:00,train,-1.8024895842365244e-05,0.08278233771349604,0.2148332107780313
77,77,2025-07-19 00:00:00+00:00,train,-2.4927293841377743e-06,0.6783390960443486,1.642706910475782
78,78,2025-07-20 00:00:00+00:00,train,-1.5367148695993805e-06,0.020656704440038094,0.4238950193983182
79,79,2025-07-21 00:00:00+00:00,train,-4.950882420699939e-07,0.02607544263721904,0.23751191207239936
80,80,2025-07-22 00:00:00+00:00,train,-5.381703110162577e-06,0.031486043020170364,0.11020518919634002
81,81,2025-07-23 00:00:00+00:00,train,-1.4786983589663228e-06,-0.008857952820839711,1.0692080765561525
82,82,2025-07-24 00:00:00+00:00,train,-1.1262496946249325e-05,0.03346442149111196,0.2012953774989402
83,83,2025-07-25 00:00:00+00:00,train,-1.3394606202826466e-05,0.03779605804733881,0.12352184783214876
84,84,2025-07-26 00:00:00+00:00,train,-2.5084165058918694e-05,0.04021340437510593,0.0853286397705121
85,85,2025-07-27 00:00:00+00:00,train,-4.184667301541597e-05,0.03706919465676896,0.14412490769578462
86,86,2025-07-28 00:00:00+00:00,train,-4.448465224597656e-05,0.03606341092318306,0.22910615217120545
87,87,2025-07-29 00:00:00+00:00,train,-4.492407870664327e-05,0.04421516538302006,0.0702372792456897
88,88,2025-07-30 00:00:00+00:00,train,-6.19111648283642e-05,0.043652030358909966,0.1514197803540517
89,89,2025-07-31 00:00:00+00:00,train,-7.621850029206771e-05,0.04819473853751806,0.08486352601991948
90,90,2025-08-01 00:00:00+00:00,train,-8.868720961221104e-05,0.04360709368714663,0.2987361034508951
91,91,2025-08-02 00:00:00+00:00,train,-8.946305565311361e-05,0.05509241153742308,0.06518118094962393
92,92,2025-08-03 00:00:00+00:00,train,-9.689169626420796e-05,0.05575898156273361,0.04279351846070248
93,93,2025-08-04 00:00:00+00:00,train,-9.883405229467394e-05,0.05603564835107198,0.06743579807600286
94,94,2025-08-05 00:00:00+00:00,train,-9.937954432790023e-05,0.058139997087195056,0.02476990636638428
95,95,2025-08-06 00:00:00+00:00,train,-0.0001089581538422337,0.055555068642717545,0.14891582944567855
96,96,2025-08-07 00:00:00+00:00,train,-0.00011576615207040991,0.06018706081888999,0.04318334327084537
97,97,2025-08-08 00:00:00+00:00,train,-0.00012067497701328452,0.06076035097000982,0.025604169558891665
98,98,2025-08-09 00:00:00+00:00,train,-0.00011843660942276266,0.06111672598678542,0.020972993135080685
99,99,2025-08-10 00:00:00+00:00,train,-0.00011843088864525958,0.06202882302617304,4.875594168773055e-05
100,100,2025-08-11 00:00:00+00:00,train,-0.0001184285943283345,0.06190360257947301,2.758554444895478e-05
101,101,2025-08-12 00:00:00+00:00,train,-0.00011842614766441331,0.06178470108995954,2.537512771091325e-05
102,102,2025-08-13 00:00:00+00:00,train,-0.00011842358568108581,0.061672446815885205,2.347861938319963e-05
103,103,2025-08-14 00:00:00+00:00,train,-0.00011749689296037218,0.061352603805994124,0.004827863098486359
104,104,2025-08-15 00:00:00+00:00,train,-0.00011749062849576158,0.061491488863305736,3.8646799257618675e-05
105,105,2025-08-16 00:00:00+00:00,train,-0.00011748454360710595,0.061396234760888076,3.625882347304144e-05
106,106,2025-08-17 00:00:00+00:00,train,-0.00011747863898819308,0.06130577999096386,3.409747203004859e-05
107,107,2025-08-18 00:00:00+00:00,train,-0.00011747288699351079,0.06121976633551515,3.226958036437865e-05
108,108,2025-08-19 00:00:00+00:00,train,-0.0001174673051937095,0.061137886308912794,3.0512232419681925e-05
109,109,2025-08-20 00:00:00+00:00,train,-0.0001174618976918438,0.06105984716587492,2.8868863384846725e-05
110,110,2025-08-21 00:00:00+00:00,train,-0.00011745666005898366,0.06098538379178507,2.7362136993933518e-05
111,111,2025-08-22 00:00:00+00:00,train,-0.00011745158740517528,0.06091425643141152,2.597699196754677e-05
112,112,2025-08-23 00:00:00+00:00,train,-0.000117446674550262,0.0608462461692589,2.470042650365694e-05
113,113,2025-08-24 00:00:00+00:00,train,-0.0001174419161529078,0.060781152732643215,2.3521164048373282e-05
114,114,2025-08-25 00:00:00+00:00,train,-0.00011743730680769589,0.06071879256381869,2.2429381457547432e-05
115,115,2025-08-26 00:00:00+00:00,train,-0.0001208993990673022,0.05845452589456866,0.041549731461766534
116,116,2025-08-27 00:00:00+00:00,train,-0.00012560209542117015,0.05997990601253871,0.021113999189472394
117,117,2025-08-28 00:00:00+00:00,train,-0.00012455725805917106,0.06068111422658576,0.0048503051195286796
118,118,2025-08-29 00:00:00+00:00,train,-0.00012371524671207302,0.05996485561172634,0.012152536882694147
119,119,2025-08-30 00:00:00+00:00,train,-0.00012591192721990834,0.05937024810968688,0.03940082546978989
120,120,2025-08-31 00:00:00+00:00,train,-0.00013196558378944677,0.05948721214329772,0.07698147518685422
121,121,2025-09-01 00:00:00+00:00,train,-0.0001309931207932978,0.06302824832486609,0.005270122043645721
122,122,2025-09-02 00:00:00+00:00,train,-0.00013095238095238098,0.06320667848949739,0.00022078365400129166
123,123,2025-09-03 00:00:00+00:00,train,-0.00013154382361498884,0.06296462213572408,0.003205237655423635
124,124,2025-09-04 00:00:00+00:00,train,-0.00013301248566721966,0.06260485615983379,0.007959200799186534
125,125,2025-09-05 00:00:00+00:00,train,-0.0001395348837209302,0.06090087775808294,0.03534718945236667
126,126,2025-09-06 00:00:00+00:00,train,-0.0001395348837209302,0.06260386054735044,0.0
127,127,2025-09-07 00:00:00+00:00,train,-0.0001395348837209302,0.06254168478416429,0.0
128,128,2025-09-08 00:00:00+00:00,train,-0.0001395348837209302,0.06248159829771453,0.0
129,129,2025-09-09 00:00:00+00:00,train,-0.0001395348837209302,0.062423496876217885,0.0
130,130,2025-09-10 00:00:00+00:00,train,-0.0001395348837209302,0.06236728313155765,0.0
131,131,2025-09-11 00:00:00+00:00,train,-0.0001395348837209302,0.06231286595005721,0.0
132,132,2025-09-12 00:00:00+00:00,train,-0.0001395348837209302,0.0622601599954405,0.0
133,133,2025-09-13 00:00:00+00:00,train,-0.0001395348837209302,0.06220908525833206,0.0
134,134,2025-09-14 00:00:00+00:00,train,-0.0001395348837209302,0.06215956664725355,0.0
135,135,2025-09-15 00:00:00+00:00,train,-0.00013758705458076834,0.061177707374090416,0.027918884342320413
136,136,2025-09-16 00:00:00+00:00,train,-0.0001363636363636364,0.06186993438236383,0.017535661112224706
137,137,2025-09-17 00:00:00+00:00,train,-0.0001363636363636364,0.06273575477829443,0.0
138,138,2025-09-18 00:00:00+00:00,train,-0.0001363636363636364,0.06272512264784473,0.0
139,139,2025-09-19 00:00:00+00:00,train,-0.00013479179808083012,0.06163052239043154,0.023053628147825217
140,140,2025-09-20 00:00:00+00:00,train,-0.00013012614986398897,0.05942465623168307,0.06842950718033676
141,141,2025-09-21 00:00:00+00:00,train,-0.00012917296116269302,0.0619932193954376,0.014615560086538078
142,142,2025-09-22 00:00:00+00:00,train,-0.000125,0.059063713707462266,0.06398540449462616
143,143,2025-09-23 00:00:00+00:00,train,-0.000125,0.06222007914350262,0.0
144,144,2025-09-24 00:00:00+00:00,train,-0.00012499999999999998,0.06217842332233238,0.0
145,145,2025-09-25 00:00:00+00:00,train,-0.00012499999999999998,0.06213849639170821,0.0
146,146,2025-09-26 00:00:00+00:00,train,-0.00012499999999999998,0.06209969595476683,0.0
147,147,2025-09-27 00:00:00+00:00,train,-0.00012499999999999998,0.062061974356831584,0.0
148,148,2025-09-28 00:00:00+00:00,train,-0.00012499999999999998,0.06202528664304216,0.0
149,149,2025-09-29 00:00:00+00:00,train,-0.00012499999999999998,0.06198959036600103,0.0
150,150,2025-09-30 00:00:00+00:00,train,-0.00011968744116843671,0.0582651502282929,0.08500094130501293
151,151,2025-10-01 00:00:00+00:00,train,-0.00011049807081317227,0.055803729236659105,0.1470299256842309
152,152,2025-10-02 00:00:00+00:00,train,-0.00010909090909090908,0.061823068226659866,0.02532891100073706
153,153,2025-10-03 00:00:00+00:00,train,-0.00010909090909090908,0.06301452416253855,0.0
154,154,2025-10-04 00:00:00+00:00,train,-0.00011769665582812158,0.061374462819148455,0.046429790867473605
155,155,2025-10-05 00:00:00+00:00,train,-0.00012047971667425271,0.06068960386001931,0.06031751853712666
156,156,2025-10-06 00:00:00+00:00,train,-0.0001202824755164405,0.06340769424224431,0.0032685677580313326
157,157,2025-10-07 00:00:00+00:00,train,-0.00012028388671384314,0.06346166278515736,2.338555695856597e-05
158,158,2025-10-08 00:00:00+00:00,train,-0.00012028554951055485,0.06335645773420101,2.755491693703753e-05
159,159,2025-10-09 00:00:00+00:00,train,-0.00012028717218993495,0.06325460916525967,2.6890115441015154e-05
160,160,2025-10-10 00:00:00+00:00,train,-0.00010641779103464814,0.055187748232501756,0.23399241540999083
161,161,2025-10-11 00:00:00+00:00,train,-9.848094526607389e-05,0.06168531963997527,0.13179395272114058
162,162,2025-10-12 00:00:00+00:00,train,-9.722222222222222e-05,0.06628539147683497,0.025534096032419372
163,163,2025-10-13 00:00:00+00:00,train,-9.722222222222222e-05,0.067128991200759,0.0
164,164,2025-10-14 00:00:00+00:00,train,-9.722222222222222e-05,0.06671656938748288,0.0
165,165,2025-10-15 00:00:00+00:00,train,-9.722222222222222e-05,0.06632033378510832,0.0
166,166,2025-10-16 00:00:00+00:00,train,-9.722222222222222e-05,0.06594229509326897,0.0
167,167,2025-10-17 00:00:00+00:00,train,-9.722222222222222e-05,0.06558124240619781,0.0
168,168,2025-10-18 00:00:00+00:00,train,-9.722222222222222e-05,0.06523606889864704,0.0
169,169,2025-10-19 00:00:00+00:00,train,-9.722222222222222e-05,0.06490576098131293,0.0
170,170,2025-10-20 00:00:00+00:00,train,-9.722222222222222e-05,0.06458938877329277,0.0
171,171,2025-10-21 00:00:00+00:00,train,-9.722222222222222e-05,0.06428609771014702,0.0
172,172,2025-10-22 00:00:00+00:00,train,-9.722222222222222e-05,0.06399510113384871,0.0
173,173,2025-10-23 00:00:00+00:00,train,-9.722222222222222e-05,0.06371567373412487,0.0
174,174,2025-10-24 00:00:00+00:00,train,-9.722222222222222e-05,0.06344714572997931,0.0
175,175,2025-10-25 00:00:00+00:00,train,-9.722222222222222e-05,0.06318889769642044,0.0
176,176,2025-10-26 00:00:00+00:00,train,-9.722222222222222e-05,0.06294035595495484,0.0
177,177,2025-10-27 00:00:00+00:00,train,-9.722222222222222e-05,0.06270098845794186,0.0
178,178,2025-10-28 00:00:00+00:00,train,-9.722222222222222e-05,0.06247030110651423,0.0
179,179,2025-10-29 00:00:00+00:00,train,-9.722222222222222e-05,0.06224783445002738,0.0
180,180,2025-10-30 00:00:00+00:00,train,-0.00010065970450204391,0.06143248114035443,0.017068877527390662
181,181,2025-10-31 00:00:00+00:00,train,-0.00010273972602739724,0.06168351596531712,0.010328382746581941
182,182,2025-11-01 00:00:00+00:00,train,-0.00010273972602739724,0.06198083613665994,0.0
183,183,2025-11-02 00:00:00+00:00,train,-0.00010273972602739724,0.06176919943812703,0.0
184,184,2025-11-03 00:00:00+00:00,train,-0.00010273972602739724,0.06156465358039738,0.0
185,185,2025-11-04 00:00:00+00:00,train,-0.00010273972602739724,0.06136685126806874,0.0
186,186,2025-11-05 00:00:00+00:00,train,-0.00010273972602739724,0.06117546742115394,0.0
187,187,2025-11-06 00:00:00+00:00,train,-0.00010273972602739724,0.060990238928953125,0.0
188,188,2025-11-07 00:00:00+00:00,train,-0.00010273972602739724,0.06081084596183801,0.0
189,189,2025-11-08 00:00:00+00:00,train,-0.00010273972602739724,0.060635750927574804,0.0
190,190,2025-11-09 00:00:00+00:00,train,-0.00010273972602739724,0.060464663563451995,0.0
191,191,2025-11-10 00:00:00+00:00,train,-0.00010273972602739724,0.06029873149327486,0.0
192,192,2025-11-11 00:00:00+00:00,train,-0.00010273972602739724,0.060137726985326954,0.0
193,193,2025-11-12 00:00:00+00:00,train,-0.00010273972602739724,0.05998143551034172,0.0
194,194,2025-11-13 00:00:00+00:00,train,-0.00010273972602739724,0.05982965480350336,0.0
195,195,2025-11-14 00:00:00+00:00,train,-0.00010273972602739724,0.05968219400493745,0.0
196,196,2025-11-15 00:00:00+00:00,train,-0.00010273972602739724,0.05953887287124423,0.0
197,197,2025-11-16 00:00:00+00:00,train,-0.00010273972602739724,0.05939952105132732,0.0
198,198,2025-11-17 00:00:00+00:00,train,-0.00010273972602739724,0.0592639774204897,0.0
199,199,2025-11-18 00:00:00+00:00,train,-0.00010223161938150356,0.058708402106803476,0.009891142706730834
200,200,2025-11-19 00:00:00+00:00,train,-0.00010135135135135136,0.05831195526494739,0.017135884320296085
201,201,2025-11-20 00:00:00+00:00,train,-0.00010135135135135136,0.05904012589154553,0.0
202,202,2025-11-21 00:00:00+00:00,train,-0.00010135135135135136,0.05891500138761599,0.0
203,203,2025-11-22 00:00:00+00:00,train,-0.00010135135135135136,0.058793237547257515,0.0
204,204,2025-11-23 00:00:00+00:00,train,-0.00010135135135135136,0.05867470314024562,0.0
205,205,2025-11-24 00:00:00+00:00,train,-0.00010135135135135136,0.05855927367089996,0.0
206,206,2025-11-25 00:00:00+00:00,train,-0.00010135135135135136,0.058446830955172335,0.0
207,207,2025-11-26 00:00:00+00:00,train,-0.00010135135135135136,0.05833726272914234,0.0
208,208,2025-11-27 00:00:00+00:00,train,-0.00010135135135135136,0.058230462286192365,0.0
209,209,2025-11-28 00:00:00+00:00,train,-0.00010135135135135136,0.05812632814041676,0.0
210,210,2025-11-29 00:00:00+00:00,train,-0.00010135135135135136,0.05802476371420456,0.0
211,211,2025-11-30 00:00:00+00:00,train,-0.00010135135135135136,0.057925677047863625,0.0
212,212,2025-12-01 00:00:00+00:00,validation,-0.00010135135135135136,0.05782898052962081,0.0
213,213,2025-12-02 00:00:00+00:00,validation,-0.00010135135135135136,0.0577345906442943,0.0
214,214,2025-12-03 00:00:00+00:00,validation,-0.00010135135135135136,0.05763851033478755,0.0
215,215,2025-12-04 00:00:00+00:00,validation,-0.00010135135135135136,0.05754469085183695,0.0
216,216,2025-12-05 00:00:00+00:00,validation,-0.00010135135135135136,0.05745305512166079,0.0
217,217,2025-12-06 00:00:00+00:00,validation,-0.00010135135135135136,0.057363529568537484,0.0
218,218,2025-12-07 00:00:00+00:00,validation,-0.00010135135135135136,0.0572760439203664,0.0
219,219,2025-12-08 00:00:00+00:00,validation,-0.00010135135135135136,0.05719053102708703,0.0
220,220,2025-12-09 00:00:00+00:00,validation,-0.00010135135135135136,0.05710692669102153,0.0
221,221,2025-12-10 00:00:00+00:00,validation,-0.00010135135135135136,0.0570248100714117,0.0
222,222,2025-12-11 00:00:00+00:00,validation,-0.00010135135135135136,0.05694411313107227,0.0
223,223,2025-12-12 00:00:00+00:00,validation,-0.00010135135135135136,0.056864581706235415,0.0
224,224,2025-12-13 00:00:00+00:00,validation,-0.00010135135135135136,0.05678677208992969,0.0
225,225,2025-12-14 00:00:00+00:00,validation,-0.00010135135135135136,0.05671063078469669,0.0
226,226,2025-12-15 00:00:00+00:00,validation,-0.00010135135135135136,0.05663610653036563,0.0
227,227,2025-12-16 00:00:00+00:00,validation,-0.00010135135135135136,0.05656315019030941,0.0
228,228,2025-12-17 00:00:00+00:00,validation,-0.00010135135135135136,0.056491714644699424,0.0
229,229,2025-12-18 00:00:00+00:00,validation,-0.00010135135135135136,0.05642175469016914,0.0
230,230,2025-12-19 00:00:00+00:00,validation,-0.00010135135135135136,0.056353226945500184,0.0
231,231,2025-12-20 00:00:00+00:00,validation,-0.00010135135135135136,0.05628608976288244,0.0
232,232,2025-12-21 00:00:00+00:00,validation,-0.00010135135135135136,0.05622030314444594,0.0
233,233,2025-12-22 00:00:00+00:00,validation,-0.00010135135135135136,0.05615582866359305,0.0
234,234,2025-12-23 00:00:00+00:00,validation,-0.00010135135135135136,0.056092629390915555,0.0
235,235,2025-12-24 00:00:00+00:00,validation,-0.00010135135135135136,0.05603066982436827,0.0
236,236,2025-12-25 00:00:00+00:00,validation,-0.00010135135135135136,0.05596991582334944,0.0
237,237,2025-12-26 00:00:00+00:00,validation,-0.00010135135135135136,0.05591033454658379,0.0
238,238,2025-12-27 00:00:00+00:00,validation,-0.00010135135135135136,0.05585189439342279,0.0
239,239,2025-12-28 00:00:00+00:00,validation,-0.00010135135135135136,0.055794564948424934,0.0
240,240,2025-12-29 00:00:00+00:00,validation,-0.00010135135135135136,0.055738316929000706,0.0
241,241,2025-12-30 00:00:00+00:00,validation,-0.00010135135135135136,0.05568312213591771,0.0
242,242,2025-12-31 00:00:00+00:00,validation,-0.00010135135135135136,0.055628953406490954,0.0
243,243,2026-01-01 00:00:00+00:00,validation,-0.00010135135135135136,0.055575784570336725,0.0
244,244,2026-01-02 00:00:00+00:00,validation,-0.00010135135135135136,0.05552359040749068,0.0
245,245,2026-01-03 00:00:00+00:00,validation,-0.00010135135135135136,0.05547234660874377,0.0
246,246,2026-01-04 00:00:00+00:00,validation,-0.00010135135135135136,0.05542202973813447,0.0
247,247,2026-01-05 00:00:00+00:00,validation,-0.00010135135135135136,0.05537261719740438,0.0
248,248,2026-01-06 00:00:00+00:00,validation,-0.00010135135135135136,0.055324087192339395,0.0
249,249,2026-01-07 00:00:00+00:00,validation,-0.00010135135135135136,0.05527641870088793,0.0
250,250,2026-01-08 00:00:00+00:00,validation,-0.00010135135135135136,0.05522959144294332,0.0
251,251,2026-01-09 00:00:00+00:00,validation,-0.00010135135135135136,0.05518358585172986,0.0
252,252,2026-01-10 00:00:00+00:00,validation,-0.00010135135135135136,0.05513838304667108,0.0
253,253,2026-01-11 00:00:00+00:00,validation,-0.00010135135135135136,0.05509396480769448,0.0
254,254,2026-01-12 00:00:00+00:00,validation,-0.00010135135135135136,0.05505031355089002,0.0
255,255,2026-01-13 00:00:00+00:00,validation,-0.00010135135135135136,0.055007412305432025,0.0
256,256,2026-01-14 00:00:00+00:00,validation,-0.00010135135135135136,0.05496524469172828,0.0
257,257,2026-01-15 00:00:00+00:00,validation,-0.00010135135135135136,0.0549237949007451,0.0
258,258,2026-01-16 00:00:00+00:00,validation,-0.00010135135135135136,0.0548830476744163,0.0
259,259,2026-01-17 00:00:00+00:00,validation,-0.00010135135135135136,0.054842988287119046,0.0
260,260,2026-01-18 00:00:00+00:00,validation,-0.00010135135135135136,0.05480360252817724,0.0
261,261,2026-01-19 00:00:00+00:00,validation,-0.00010135135135135136,0.05476487668527991,0.0
262,262,2026-01-20 00:00:00+00:00,validation,-0.00010135135135135136,0.05472679752890478,0.0
263,263,2026-01-21 00:00:00+00:00,validation,-0.00010135135135135136,0.054689352297542196,0.0
264,264,2026-01-22 00:00:00+00:00,validation,-0.00010135135135135136,0.05465252868388039,0.0
265,265,2026-01-23 00:00:00+00:00,validation,-0.00010135146071586575,0.05461624796989524,2.128962547273336e-06
266,266,2026-01-24 00:00:00+00:00,validation,-0.00010304912450228321,0.05331235719960805,0.0325951446992147
267,267,2026-01-25 00:00:00+00:00,validation,-0.00010273972602739724,0.05472468590057737,0.0059404507178101185
268,268,2026-01-26 00:00:00+00:00,validation,-0.00010273972602739724,0.05498725257563548,0.0
269,269,2026-01-27 00:00:00+00:00,validation,-0.00010273972602739724,0.05495336339027737,0.0
270,270,2026-01-28 00:00:00+00:00,validation,-0.00010273972602739724,0.05492003105752931,0.0
271,271,2026-01-29 00:00:00+00:00,validation,-0.00010433161564002344,0.054549803598495566,0.008014340808394242
272,272,2026-01-30 00:00:00+00:00,validation,-0.00010810810810810812,0.05409915434967428,0.01901268621863267
273,273,2026-01-31 00:00:00+00:00,validation,-0.00010810810810810812,0.05501657235302321,0.0
274,274,2026-02-01 00:00:00+00:00,validation,-0.00010810810810810812,0.05498390737527223,0.0
275,275,2026-02-02 00:00:00+00:00,validation,-0.00010810810810810812,0.05495178593629993,0.0
276,276,2026-02-03 00:00:00+00:00,validation,-0.00010810810810810812,0.054920200617431206,0.0
277,277,2026-02-04 00:00:00+00:00,validation,-0.00010810810810810812,0.054889144369413376,0.0
278,278,2026-02-05 00:00:00+00:00,validation,-0.00010810810810810812,0.05485861051025684,0.0
279,279,2026-02-06 00:00:00+00:00,validation,-0.00010810810810810812,0.054828592723894023,0.0
280,280,2026-02-07 00:00:00+00:00,validation,-0.00010810810810810812,0.05479904398139391,0.0
281,281,2026-02-08 00:00:00+00:00,validation,-0.00010810810810810812,0.0547700014870966,0.0
282,282,2026-02-09 00:00:00+00:00,validation,-0.00010810810810810812,0.054741459967456926,0.0
283,283,2026-02-10 00:00:00+00:00,test,-0.00010810810810810812,0.05471341452099383,0.0
284,284,2026-02-11 00:00:00+00:00,test,-0.00011456701149731765,0.050479471936498044,0.07797018968440439
285,285,2026-02-12 00:00:00+00:00,test,-0.00010810810810810812,0.05076855944924043,0.07797018968440439
286,286,2026-02-13 00:00:00+00:00,test,-0.00010810810810810812,0.05464042641581301,0.0
287,287,2026-02-14 00:00:00+00:00,test,-0.00010810810810810812,0.054614265328129394,0.0
288,288,2026-02-15 00:00:00+00:00,test,-0.00010810810810810812,0.05458858268740513,0.0
289,289,2026-02-16 00:00:00+00:00,test,-0.00010616736497228699,0.04411388325045644,0.21028572672949022
290,290,2026-02-17 00:00:00+00:00,test,-0.00010810810810810812,0.04400837219014168,0.2102857267294902
291,291,2026-02-18 00:00:00+00:00,test,-0.0001157403664232014,0.047075639130460575,0.14154897182062007
292,292,2026-02-19 00:00:00+00:00,test,-0.00011334455206735192,0.052203021133383695,0.04723451087011519
293,293,2026-02-20 00:00:00+00:00,test,-0.00011428571428571431,0.047172021496033306,0.1456267670602231
294,294,2026-02-21 00:00:00+00:00,test,-0.00010810810810810812,0.05171125021737451,0.0540540540540541
295,295,2026-02-22 00:00:00+00:00,test,-0.00010810810810810812,0.05439157847168441,0.0
296,296,2026-02-23 00:00:00+00:00,test,-0.00010810810810810812,0.05436967512096018,0.0
297,297,2026-02-24 00:00:00+00:00,test,-0.00010810810810810812,0.05434824410202022,0.0
298,298,2026-02-25 00:00:00+00:00,test,-0.00010810810810810812,0.05432728724290997,0.0
299,299,2026-02-26 00:00:00+00:00,test,-0.00010810810810810812,0.054306807000788576,0.0
300,300,2026-02-27 00:00:00+00:00,test,-0.00010810810810810812,0.05428680650137895,0.0
