fold,period_idx,date,split,pnl_realized_next_step,objective,turnover_l1
301,301,2026-02-28 00:00:00+00:00,test,-0.00010810810810810812,0.05426728958343455,0.0
302,302,2026-03-01 00:00:00+00:00,test,-0.0001097308774920156,0.036559994721305444,0.3341852485733585
303,303,2026-03-02 00:00:00+00:00,test,-0.00011475409836065573,0.04180575250176352,0.25596200414476183
304,304,2026-03-03 00:00:00+00:00,test,-0.0001111111111111111,0.04640390094215756,0.15690690690690678
305,305,2026-03-04 00:00:00+00:00,test,-0.00010958904109589039,0.053563385276568794,0.013883746760459087
306,306,2026-03-05 00:00:00+00:00,test,-0.00010810810810810812,0.05347782768848227,0.013513513513513403
307,307,2026-03-06 00:00:00+00:00,test,-0.00010810810810810812,0.05413696262320306,0.0
308,308,2026-03-07 00:00:00+00:00,test,-0.00010988218035050511,0.05317618808098283,0.018419786849632483
309,309,2026-03-08 00:00:00+00:00,test,-0.00010810810810810812,0.05318421913512508,0.018419786849632483
310,310,2026-03-09 00:00:00+00:00,test,-0.00010810810810810812,0.054090315266097616,0.0
311,311,2026-03-10 00:00:00+00:00,test,-0.00010810810810810812,0.05407599800839461,0.0
312,312,2026-03-11 00:00:00+00:00,test,-0.00010810810810810812,0.05406227353188102,0.0
313,313,2026-03-12 00:00:00+00:00,test,-0.0001128825687405845,0.05053985819095404,0.06495333550070581
314,314,2026-03-13 00:00:00+00:00,test,-0.00011223441185002154,0.02124206435827141,0.7103360659162754
315,315,2026-03-14 00:00:00+00:00,test,-0.00011318307822487364,0.02210139176787853,0.6849276157682147
316,316,2026-03-15 00:00:00+00:00,test,-0.00013011479887578,0.04485350351650909,0.22776986918385903
317,317,2026-03-16 00:00:00+00:00,test,-0.00015267881406887107,0.040412021630572476,0.26471363968208
318,318,2026-03-17 00:00:00+00:00,test,-0.00010462538657214427,0.029598674834338864,0.5272248407822354
319,319,2026-03-18 00:00:00+00:00,test,-0.00010315601740384217,0.05448041146230605,0.028063949333860253
320,320,2026-03-19 00:00:00+00:00,test,-0.00013140723666696855,0.04102020670907072,0.28896306227931273
321,321,2026-03-20 00:00:00+00:00,test,-0.00010328101536655223,0.04141375716604297,0.2896395805618677
322,322,2026-03-21 00:00:00+00:00,test,-0.00010322012723495137,0.0558243168506584,0.0012151403427530815
323,323,2026-03-22 00:00:00+00:00,test,-0.00010316970443819757,0.05582519352384461,0.0010141957461739914
324,324,2026-03-23 00:00:00+00:00,test,-0.00010223535118723741,0.05485547039248996,0.018181029946170414
325,325,2026-03-24 00:00:00+00:00,test,-0.00010157045508163684,0.05502815152713658,0.012954186393438167
326,326,2026-03-25 00:00:00+00:00,test,-0.00010156250000000001,0.05532892635543495,0.00734615426506767
327,327,2026-03-26 00:00:00+00:00,test,-0.00010151551886439132,0.055503690314850584,0.0036000310743038583
328,328,2026-03-27 00:00:00+00:00,test,-0.00010164110565669696,0.05554007023029786,0.002712895812152359
329,329,2026-03-28 00:00:00+00:00,test,-0.00010780424368917992,0.05167853404746797,0.06025155030663659
330,330,2026-03-29 00:00:00+00:00,test,-0.00010707046756075944,0.04525024129768965,0.17964751537385948
331,331,2026-03-30 00:00:00+00:00,test,-0.00016755549366952757,0.018603113091422832,0.659731529877942
332,332,2026-03-31 00:00:00+00:00,test,-0.000153058637016793,0.030957939860047093,0.5026609481309354
333,333,2026-04-01 00:00:00+00:00,test,-0.0001672149063473052,0.04324703335471706,0.18686676100981864
334,334,2026-04-02 00:00:00+00:00,test,-0.00017262878961668335,0.03255815439036919,0.4444362223418015
335,335,2026-04-03 00:00:00+00:00,test,-0.00011195653303712026,0.022324364092742854,0.2765043983836457
336,336,2026-04-04 00:00:00+00:00,test,-0.00014990555976949858,0.03346347881038794,0.1656125694944551
337,337,2026-04-05 00:00:00+00:00,test,-5.4920365760450006e-05,0.015697520602938234,0.5113311014410415
338,338,2026-04-06 00:00:00+00:00,test,-0.0001515964248627535,0.04022872755385593,0.12362136650847162
339,339,2026-04-07 00:00:00+00:00,test,-0.00016054660844952453,0.02756783109451523,0.46714168524644045
340,340,2026-04-08 00:00:00+00:00,test,-0.00013208521668347161,0.023009035635954335,0.10975907249112721
341,341,2026-04-09 00:00:00+00:00,test,-0.00011084654377110166,-0.018935637893130977,1.508665381743729
342,342,2026-04-10 00:00:00+00:00,test,-0.00010764962638062674,0.008705215852935098,0.22810337310593776
343,343,2026-04-11 00:00:00+00:00,test,-0.00016616396484187603,0.01761318820959947,0.19855394520754502
344,344,2026-04-12 00:00:00+00:00,test,-6.625763959429097e-05,0.011393109813772548,0.6597120404105595
345,345,2026-04-13 00:00:00+00:00,test,-0.00017814445008345936,0.029883411799463265,0.21269648637008984
346,346,2026-04-14 00:00:00+00:00,test,-2.040451793057416e-05,0.009420329527606037,0.0045201356942296406
347,347,2026-04-15 00:00:00+00:00,test,-0.00018975511318698537,0.0362975828884388,0.24116356788498466
348,348,2026-04-16 00:00:00+00:00,test,-0.00020000000000000004,0.03265563891592168,0.10360818109917655
349,349,2026-04-17 00:00:00+00:00,test,-0.00012000000000000002,0.02586907463956461,0.004097954725205855
350,350,2026-04-18 00:00:00+00:00,test,-4.345525956764954e-05,0.024774029613582327,0.45842306334126726
351,351,2026-04-19 00:00:00+00:00,test,-0.00022084221420125584,0.031577907867626806,0.3878201140333646
352,352,2026-04-20 00:00:00+00:00,test,-0.00022470554665579773,0.037831434777073736,0.06609894512202069
