fold,period_idx,date,split,pnl_realized_next_step,objective,turnover_l1,risk_cov,risk_diag_equiv
46,46,2025-06-18 00:00:00+00:00,train,0.0,0.0,0.0,0.0,0.0
47,47,2025-06-19 00:00:00+00:00,train,0.0,0.0,0.0,0.0,0.0
48,48,2025-06-20 00:00:00+00:00,train,0.0,0.0,0.0,0.0,0.0
49,49,2025-06-21 00:00:00+00:00,train,0.0,0.0,0.0,0.0,0.0
50,50,2025-06-22 00:00:00+00:00,train,0.0,0.0,0.0,0.0,0.0
51,51,2025-06-23 00:00:00+00:00,train,0.0,0.0,0.0,0.0,0.0
52,52,2025-06-24 00:00:00+00:00,train,-1.6129032258064513e-05,0.3829441245610259,0.9999999999999997,0.008060885032966402,0.008060852774901886
53,53,2025-06-25 00:00:00+00:00,train,-1.409917400695817e-05,-0.004725768447019645,0.44101726108371564,0.0016388661470965536,0.0016388282608026652
54,54,2025-06-26 00:00:00+00:00,train,-2.2569297771784406e-05,0.00744137403943859,0.2891400255251827,0.002078233024663742,0.0020781835136656503
55,55,2025-06-27 00:00:00+00:00,train,-2.0839282727422886e-05,0.01341803216742763,0.18820028162632924,0.002077130397970152,0.0020770788790627276
56,56,2025-06-28 00:00:00+00:00,train,-2.1826393705942516e-05,0.015418978472242292,0.16314705200629215,0.002161137963023011,0.0021610841003246147
57,57,2025-06-29 00:00:00+00:00,train,-2.7534527332124003e-05,0.01732258181444515,0.12395477987638565,0.0022292851354694916,0.0022292308431209494
58,58,2025-06-30 00:00:00+00:00,train,-2.4385902756859045e-05,0.014263540183707001,0.1923087153580279,0.002164384263575353,0.002164330099940405
59,59,2025-07-01 00:00:00+00:00,train,-2.1425005132860864e-05,0.014206211219652235,0.18199919538425627,0.0021684431816474323,0.0021683916578446646
60,60,2025-07-02 00:00:00+00:00,train,-1.7028915842394585e-05,0.016789749338662265,0.14430288534976662,0.0022229281910277434,0.0022228757074950296
61,61,2025-07-03 00:00:00+00:00,train,-1.862988626752795e-05,0.022676609503517235,0.6322273121137489,0.0023044775447548134,0.0023044435316356996
62,62,2025-07-04 00:00:00+00:00,train,-1.4879189006471265e-05,0.07121410782253838,0.3086616064195816,0.002481848406285227,0.0024818158117023347
63,63,2025-07-05 00:00:00+00:00,train,-6.4110118617577445e-06,0.07681496302348159,0.33221133542868087,0.002731372163053518,0.0027313364662324064
64,64,2025-07-06 00:00:00+00:00,train,-6.80230338099967e-06,0.08163103919882922,0.22933804516349646,0.002478884011995375,0.0024788453754035107
65,65,2025-07-07 00:00:00+00:00,train,-4.561696313733125e-06,0.11585374252395093,0.2534657426832635,0.0022964143133867632,0.0022963749752672323
66,66,2025-07-08 00:00:00+00:00,train,-8.127045058189007e-07,0.11553826876415604,0.2968106838922717,0.0021895173871063697,0.0021894789011205123
67,67,2025-07-09 00:00:00+00:00,train,-4.972468139334027e-06,0.11757717812785873,0.18475053671965613,0.0021501790345358216,0.002150140224747536
68,68,2025-07-10 00:00:00+00:00,train,-5.2068610513732336e-06,0.11488875446786133,0.12810141684651977,0.002183620298483484,0.002183581344078095
69,69,2025-07-11 00:00:00+00:00,train,-1.555985040711133e-05,0.09479468776766935,0.3512339721834471,0.0019729152641229123,0.001972879731088341
70,70,2025-07-12 00:00:00+00:00,train,-1.99395940889439e-05,0.09658825227599936,0.3783076437532876,0.002140439891395906,0.002140402000008708
71,71,2025-07-13 00:00:00+00:00,train,-2.3049977097481337e-05,0.0977626577448189,0.2917304993790696,0.0023530832252080156,0.0023530440664633174
