fold,period_idx,date,split,pnl_realized_next_step,objective,turnover_l1,risk_cov,risk_diag_equiv
72,72,2025-07-14 00:00:00+00:00,train,-2.1583282846533226e-05,0.09717760879045607,0.16393290498322138,0.002435253311044423,0.0024352143742919804
73,73,2025-07-15 00:00:00+00:00,train,-1.2115805155079006e-05,0.09151577527367545,0.5023732379829363,0.002616793241574463,0.0026167545623782965
74,74,2025-07-16 00:00:00+00:00,train,-9.117902344124882e-06,0.10334834683838187,0.14045759235628347,0.002740383497406526,0.002740343370274611
75,75,2025-07-17 00:00:00+00:00,train,-2.0834743309131772e-05,0.09859266973992274,0.1202494879024609,0.0027461705016722303,0.0027461304151507808
76,76,2025-07-18 00:00:00+00:00,train,-2.141522677635246e-05,0.09602783262292974,0.11284559074950616,0.0028253594126711372,0.0028253188986527254
77,77,2025-07-19 00:00:00+00:00,train,-2.5292136153197636e-06,0.6870227748027711,1.6649125072152335,0.0003617301230872625,0.00036172053864602394
78,78,2025-07-20 00:00:00+00:00,train,-1.5626863167407642e-06,0.0213047595764687,0.4125608141493836,0.0005921951401412586,0.0005921836811445998
79,79,2025-07-21 00:00:00+00:00,train,-4.944915001481737e-07,0.02663067109772015,0.23518428264155947,0.0005520680835132616,0.0005520569177623872
80,80,2025-07-22 00:00:00+00:00,train,-5.48857198719433e-06,0.032593296804994405,0.08301468589494056,0.0005136699618455339,0.0005136592449842052
81,81,2025-07-23 00:00:00+00:00,train,-1.5426715045143665e-06,-0.008605660712307533,1.062822939070881,0.0014096054988897758,0.0014095821699593556
82,82,2025-07-24 00:00:00+00:00,train,-1.1025167295020654e-05,0.03143683646166527,0.24218076809353495,0.001214952384343338,0.001214931400244566
83,83,2025-07-25 00:00:00+00:00,train,-1.3375772955481479e-05,0.03971552259197537,0.08575947033033537,0.0011794485008894315,0.0011794282661213836
84,84,2025-07-26 00:00:00+00:00,train,-2.508426963530956e-05,0.040201247653939155,0.08557328348122589,0.001133899632424367,0.0011338801847576116
85,85,2025-07-27 00:00:00+00:00,train,-4.1846826328268586e-05,0.03706923878017534,0.14412537492338198,0.001032199812165867,0.001032181649004034
86,86,2025-07-28 00:00:00+00:00,train,-4.4484777859356174e-05,0.03606347115454588,0.22910586678325628,0.0012283655371710923,0.0012283454701721304
87,87,2025-07-29 00:00:00+00:00,train,-4.492419509910674e-05,0.044215204664368075,0.07023765647655761,0.0012061022977200256,0.0012060827188005714
88,88,2025-07-30 00:00:00+00:00,train,-6.191119029502075e-05,0.04365209824130602,0.15141914301176967,0.0011206180208349213,0.0011206001645282773
89,89,2025-07-31 00:00:00+00:00,train,-7.621869416635472e-05,0.04819473897902082,0.08486480312028905,0.0011186100526447513,0.0011185925512324601
90,90,2025-08-01 00:00:00+00:00,train,-8.868727017266908e-05,0.043607138986158964,0.2987351756139892,0.0014684549501507284,0.0014684339149681476
91,91,2025-08-02 00:00:00+00:00,train,-8.946317334330364e-05,0.055092399039323454,0.06518194586999457,0.0014578529419811681,0.0014578321148187667
92,92,2025-08-03 00:00:00+00:00,train,-9.689183217237469e-05,0.055759005453033916,0.04279356382269693,0.0014172566175010188,0.0014172361426438135
93,93,2025-08-04 00:00:00+00:00,train,-9.8834156384212e-05,0.05603568006705647,0.06743535174631837,0.0014896417180029512,0.001489620339233326
94,94,2025-08-05 00:00:00+00:00,train,-9.937965173628184e-05,0.058140012041373104,0.02476984011302306,0.0014877190955362206,0.0014876977083991025
95,95,2025-08-06 00:00:00+00:00,train,-0.00010895821855328857,0.05555510548494604,0.14891462312478881,0.0016571357674663456,0.0016571125449300807
96,96,2025-08-07 00:00:00+00:00,train,-0.00011576620687771532,0.06018704569481879,0.043183224219422854,0.001609533311497892,0.0016095104540772875
97,97,2025-08-08 00:00:00+00:00,train,-0.00012067498822151279,0.0607603431439509,0.02560394523700829,0.001573211522895739,0.0015731890835618653
98,98,2025-08-09 00:00:00+00:00,train,-0.00011843667412281523,0.06111672073521873,0.020972641955450656,0.0015930315931969368,0.0015930089367648614
99,99,2025-08-10 00:00:00+00:00,train,-0.00011843095347138201,0.062028800223242204,4.8755837985428596e-05,0.0015904334483012035,0.0015904107912631108
100,100,2025-08-11 00:00:00+00:00,train,-0.00011842865931774088,0.06190357978819129,2.758523633965889e-05,0.001587962448140961,0.0015879397908505405
101,101,2025-08-12 00:00:00+00:00,train,-0.00011842621280994456,0.06178467829876566,2.5374845572006394e-05,0.0015856310620813927,0.0015856084045666866
102,102,2025-08-13 00:00:00+00:00,train,-0.00011842365097589987,0.0616724240248815,2.347836002894888e-05,0.0015834280226906313,0.0015834053649747706
103,103,2025-08-14 00:00:00+00:00,train,-0.00011749694746878091,0.06135257835116683,0.004827920234050502,0.0015879657914668732,0.0015879430460164798
104,104,2025-08-15 00:00:00+00:00,train,-0.0001174906831153435,0.06149146626987911,3.864671452530853e-05,0.001586009660812421,0.0015859869148057413
105,105,2025-08-16 00:00:00+00:00,train,-0.00011748459833350549,0.06139621216742176,3.625874641056265e-05,0.0015841531125356525,0.001584130366008769
106,106,2025-08-17 00:00:00+00:00,train,-0.00011747869381724194,0.061305757397462204,3.409740159408727e-05,0.0015823888006266348,0.0015823660536120137
107,107,2025-08-18 00:00:00+00:00,train,-0.00011747294192137506,0.06121974374199806,3.226951495819211e-05,0.0015807102694522686,0.0015806875219765571
108,108,2025-08-19 00:00:00+00:00,train,-0.00011746736021662558,0.06113786371533308,3.051217184547872e-05,0.0015791113313876164,0.0015790885834767706
109,109,2025-08-20 00:00:00+00:00,train,-0.00011746195280618252,0.06105982457219691,2.886880722022993e-05,0.0015775864394177632,0.0015775636910961234
110,110,2025-08-21 00:00:00+00:00,train,-0.00011745671526128779,0.06098536119797782,2.7362084694264148e-05,0.0015761305928345265,0.0015761078441243093
111,111,2025-08-22 00:00:00+00:00,train,-0.00011745164269215237,0.06091423383743946,2.5976943066248395e-05,0.001574739226629288,0.001574716477550832
112,112,2025-08-23 00:00:00+00:00,train,-0.00011744672991877692,0.06084622357508305,2.4700380597869522e-05,0.0015734081657577089,0.0015733854163296856
113,113,2025-08-24 00:00:00+00:00,train,-0.00011744197159997516,0.06078113013822194,2.352112078900714e-05,0.0015721335849279109,0.0015721108351675053
114,114,2025-08-25 00:00:00+00:00,train,-0.00011743736233047275,0.06071876996910853,2.2429340541823932e-05,0.0015709119731726721,0.0015708892230957396
115,115,2025-08-26 00:00:00+00:00,train,-0.00012089942380452519,0.0584545225924175,0.04154938925818541,0.0015265450604745924,0.001526522807298081
116,116,2025-08-27 00:00:00+00:00,train,-0.00012560215767597763,0.0599798750334137,0.021114215836793994,0.0015340773220689002,0.0015340551038818713
117,117,2025-08-28 00:00:00+00:00,train,-0.00012455731938526,0.06068109344336821,0.0048503022871293254,0.0015378024184677873,0.0015377801055537926
118,118,2025-08-29 00:00:00+00:00,train,-0.00012371531437138753,0.059964843700574935,0.012152431046894077,0.0015277255895522158,0.0015277033192832021
119,119,2025-08-30 00:00:00+00:00,train,-0.0001259119683834575,0.05937023738352161,0.03940048398588328,0.0015695881034832747,0.0015695653453053839
120,120,2025-08-31 00:00:00+00:00,train,-0.0001319655807356761,0.05948719631256308,0.07698084650719442,0.0016592942609854218,0.0016592705744801388
121,121,2025-09-01 00:00:00+00:00,train,-0.0001309931230208556,0.06302820207167197,0.005270093422252828,0.0016661196772544318,0.0016660958729751852
122,122,2025-09-02 00:00:00+00:00,train,-0.00013095238095238098,0.0632066302668535,0.00022079572592716073,0.0016649404295094555,0.0016649166199856457
123,123,2025-09-03 00:00:00+00:00,train,-0.00013154382040926428,0.06296457564344658,0.0032052202824645794,0.0016582409860729922,0.0016582172502344406
124,124,2025-09-04 00:00:00+00:00,train,-0.00013301249964805173,0.0626048038412442,0.007959293939234984,0.0016449432003304513,0.0016449196247248716
125,125,2025-09-05 00:00:00+00:00,train,-0.0001395348837209302,0.0609008350348095,0.03534711368527728,0.001609154185493171,0.0016091309296792178
126,126,2025-09-06 00:00:00+00:00,train,-0.0001395348837209302,0.06260381403572254,0.0,0.0016078630707240275,0.0016078398149100745
127,127,2025-09-07 00:00:00+00:00,train,-0.0001395348837209302,0.06254163827253639,0.0,0.0016066157238814496,0.0016065924680674958
128,128,2025-09-08 00:00:00+00:00,train,-0.0001395348837209302,0.06248155178608663,0.0,0.0016054099418911,0.001605386686077147
129,129,2025-09-09 00:00:00+00:00,train,-0.0001395348837209302,0.06242345036458998,0.0,0.0016042436671782105,0.0016042204113642568
130,130,2025-09-10 00:00:00+00:00,train,-0.0001395348837209302,0.06236723661992974,0.0,0.0016031149758602842,0.0016030917200463304
131,131,2025-09-11 00:00:00+00:00,train,-0.0001395348837209302,0.0623128194384293,0.0,0.0016020220670714535,0.0016019988112574996
132,132,2025-09-12 00:00:00+00:00,train,-0.0001395348837209302,0.06226011348381259,0.0,0.0016009632532929803,0.001600939997479027
133,133,2025-09-13 00:00:00+00:00,train,-0.0001395348837209302,0.06220903874670416,0.0,0.001599936951582029,0.0015999136957680756
134,134,2025-09-14 00:00:00+00:00,train,-0.0001395348837209302,0.06215952013562564,0.0,0.0015989416756020836,0.00159891841978813
135,135,2025-09-15 00:00:00+00:00,train,-0.00013758707232504943,0.061177670642869074,0.027918630007624696,0.0015738741715576165,0.0015738513656199675
136,136,2025-09-16 00:00:00+00:00,train,-0.0001363636363636364,0.0618698762110836,0.017535915446920423,0.0015782569624180239,0.0015782342351452967
137,137,2025-09-17 00:00:00+00:00,train,-0.0001363636363636364,0.06273570932374899,0.0,0.001578043556167706,0.001578020828894979
138,138,2025-09-18 00:00:00+00:00,train,-0.0001363636363636364,0.06272507719329927,0.0,0.0015778364774870974,0.0015778137502143702
139,139,2025-09-19 00:00:00+00:00,train,-0.000134791812774165,0.06163048799259381,0.023053412645580543,0.0015454629439151833,0.0015454406765053636
140,140,2025-09-20 00:00:00+00:00,train,-0.0001301261518404098,0.059424603788105254,0.06842969369507601,0.0014996965991609034,0.0014996749599359004
141,141,2025-09-21 00:00:00+00:00,train,-0.00012917295434911443,0.06199316930217703,0.01461569486652918,0.0014792192614847036,0.0014791978933779808
142,142,2025-09-22 00:00:00+00:00,train,-0.000125,0.05906367726453919,0.06398530001975435,0.001425754784873869,0.0014257339515405358
143,143,2025-09-23 00:00:00+00:00,train,-0.000125,0.06222003747683595,0.0,0.0014249543092446921,0.001424933475911359
144,144,2025-09-24 00:00:00+00:00,train,-0.00012499999999999998,0.062178381655665714,0.0,0.0014241772776273757,0.0014241564442940427
145,145,2025-09-25 00:00:00+00:00,train,-0.00012499999999999998,0.062138454725041536,0.0,0.00142343230509341,0.0014234114717600766
146,146,2025-09-26 00:00:00+00:00,train,-0.00012499999999999998,0.06209965428810017,0.0,0.0014227084753685743,0.0014226876420352415
147,147,2025-09-27 00:00:00+00:00,train,-0.00012499999999999998,0.06206193269016492,0.0,0.0014220048866892161,0.001421984053355883
148,148,2025-09-28 00:00:00+00:00,train,-0.00012499999999999998,0.06202524497637549,0.0,0.0014213206888381489,0.0014212998555048154
149,149,2025-09-29 00:00:00+00:00,train,-0.00012499999999999998,0.06198954869933437,0.0,0.0014206550794406514,0.0014206342461073182
150,150,2025-09-30 00:00:00+00:00,train,-0.00011968748939817445,0.05826514539496352,0.08500016962920862,0.0013217719385391203,0.001321752567833508
151,151,2025-10-01 00:00:00+00:00,train,-0.0001104980739194839,0.05580365637395228,0.1470306476590486,0.001259787858148617,0.0012597695129711246
152,152,2025-10-02 00:00:00+00:00,train,-0.00010909090909090908,0.06182302906734301,0.025328966914346926,0.0012457961891553177,0.0012457780073371358
153,153,2025-10-03 00:00:00+00:00,train,-0.00010909090909090908,0.06301448779890219,0.0,0.0012446252592750529,0.001244607077456871
154,154,2025-10-04 00:00:00+00:00,train,-0.000117696575731426,0.06137444252597428,0.04642936086569954,0.0012084377697167766,0.0012084201727922184
155,155,2025-10-05 00:00:00+00:00,train,-0.0001204797160584481,0.06068954743774406,0.06031795821583026,0.0011891300589107522,0.0011891128744360312
156,156,2025-10-06 00:00:00+00:00,train,-0.00012028247251456285,0.06340765764653518,0.0032686072986700923,0.0011839969480150322,0.0011839798113948527
157,157,2025-10-07 00:00:00+00:00,train,-0.00012028388367723642,0.06346162819133071,2.3384981447864377e-05,0.001182433313579326,0.0011824161766360746
158,158,2025-10-08 00:00:00+00:00,train,-0.00012028554644547451,0.06335642313186853,2.755444508824919e-05,0.0011809210235969316,0.001180903886272649
159,159,2025-10-09 00:00:00+00:00,train,-0.00012028716909698057,0.06325457455918096,2.6889653529222485e-05,0.001179453038911088,0.0011794359012145942
160,160,2025-10-10 00:00:00+00:00,train,-0.00010641791032566211,0.05518778910794544,0.23399042392485508,0.001013352158153848,0.001013337695142435
161,161,2025-10-11 00:00:00+00:00,train,-9.84809447079971e-05,0.06168519195368927,0.13179594213341964,0.0010062578911696676,0.0010062438369876706
162,162,2025-10-12 00:00:00+00:00,train,-9.722222222222222e-05,0.0662853642651065,0.02553408471143319,0.0009843645559645612,0.0009843506670756724
163,163,2025-10-13 00:00:00+00:00,train,-9.722222222222222e-05,0.06712896342298123,0.0,0.000979337302604558,0.0009793234137156692
164,164,2025-10-14 00:00:00+00:00,train,-9.722222222222222e-05,0.0667165416097051,0.0,0.0009745394577956004,0.0009745255689067115
165,165,2025-10-15 00:00:00+00:00,train,-9.722222222222222e-05,0.06632030600733053,0.0,0.0009699204469530283,0.0009699065580641395
166,166,2025-10-16 00:00:00+00:00,train,-9.722222222222222e-05,0.0659422673154912,0.0,0.0009655046044015566,0.0009654907155126676
167,167,2025-10-17 00:00:00+00:00,train,-9.722222222222222e-05,0.06558121462842002,0.0,0.0009612790126932908,0.0009612651238044017
168,168,2025-10-18 00:00:00+00:00,train,-9.722222222222222e-05,0.06523604112086927,0.0,0.0009572318117805437,0.0009572179228916549
169,169,2025-10-19 00:00:00+00:00,train,-9.722222222222222e-05,0.06490573320353515,0.0,0.0009533520945225634,0.0009533382056336746
170,170,2025-10-20 00:00:00+00:00,train,-9.722222222222222e-05,0.06458936099551499,0.0,0.0009496298141675372,0.0009496159252786485
171,171,2025-10-21 00:00:00+00:00,train,-9.722222222222222e-05,0.06428606993236924,0.0,0.0009460557022629215,0.000946041813374033
172,172,2025-10-22 00:00:00+00:00,train,-9.722222222222222e-05,0.06399507335607094,0.0,0.0009426211956666126,0.0009426073067777239
173,173,2025-10-23 00:00:00+00:00,train,-9.722222222222222e-05,0.06371564595634709,0.0,0.0009393183715189885,0.0009393044826300996
174,174,2025-10-24 00:00:00+00:00,train,-9.722222222222222e-05,0.06344711795220152,0.0,0.0009361398891935104,0.0009361260003046216
175,175,2025-10-25 00:00:00+00:00,train,-9.722222222222222e-05,0.06318886991864266,0.0,0.0009330789383783756,0.0009330650494894866
176,176,2025-10-26 00:00:00+00:00,train,-9.722222222222222e-05,0.06294032817717705,0.0,0.000930129192555187,0.0009301153036662983
177,177,2025-10-27 00:00:00+00:00,train,-9.722222222222222e-05,0.06270096068016409,0.0,0.000927284767239033,0.000927270878350144
178,178,2025-10-28 00:00:00+00:00,train,-9.722222222222222e-05,0.062470273328736454,0.0,0.0009245401824266148,0.000924526293537726
179,179,2025-10-29 00:00:00+00:00,train,-9.722222222222222e-05,0.0622478066722496,0.0,0.000921890328771113,0.0009218764398822239
180,180,2025-10-30 00:00:00+00:00,train,-0.00010065966697442134,0.06143246038138677,0.017068691183333737,0.0009098052992317959,0.0009097915735614097
181,181,2025-10-31 00:00:00+00:00,train,-0.00010273972602739724,0.061683479250854,0.010328569090638864,0.0009073620272702007,0.0009073483286400638
182,182,2025-11-01 00:00:00+00:00,train,-0.00010273972602739724,0.061980808739399665,0.0,0.000904782599159876,0.000904768900529739
183,183,2025-11-02 00:00:00+00:00,train,-0.00010273972602739724,0.06176917204086675,0.0,0.0009022883547037729,0.000902274656073636
184,184,2025-11-03 00:00:00+00:00,train,-0.00010273972602739724,0.0615646261831371,0.0,0.0008998751870680275,0.0008998614884378907
185,185,2025-11-04 00:00:00+00:00,train,-0.00010273972602739724,0.06136682387080847,0.0,0.000897539247516441,0.0008975255488863037
186,186,2025-11-05 00:00:00+00:00,train,-0.00010273972602739724,0.06117544002389367,0.0,0.0008952769256258927,0.0008952632269957556
187,187,2025-11-06 00:00:00+00:00,train,-0.00010273972602739724,0.060990211531692845,0.0,0.0008930851966459293,0.0008930714980157923
188,188,2025-11-07 00:00:00+00:00,train,-0.00010273972602739724,0.060810818564577734,0.0,0.0008909605928560329,0.000890946894225896
189,189,2025-11-08 00:00:00+00:00,train,-0.00010273972602739724,0.06063572353031453,0.0,0.000888885187997693,0.000888871489367556
190,190,2025-11-09 00:00:00+00:00,train,-0.00010273972602739724,0.06046463616619172,0.0,0.000886854720307382,0.0008868410216772446
191,191,2025-11-10 00:00:00+00:00,train,-0.00010273972602739724,0.06029870409601459,0.0,0.0008848838037353604,0.0008848701051052234
192,192,2025-11-11 00:00:00+00:00,train,-0.00010273972602739724,0.06013769958806668,0.0,0.0008829698798137347,0.0008829561811835977
193,193,2025-11-12 00:00:00+00:00,train,-0.00010273972602739724,0.05998140811308145,0.0,0.0008811105342078591,0.0008810968355777221
194,194,2025-11-13 00:00:00+00:00,train,-0.00010273972602739724,0.059829627406243084,0.0,0.0008793034867788894,0.0008792897881487523
195,195,2025-11-14 00:00:00+00:00,train,-0.00010273972602739724,0.05968216660767717,0.0,0.0008775465824520331,0.0008775328838218956
196,196,2025-11-15 00:00:00+00:00,train,-0.00010273972602739724,0.059538845473983956,0.0,0.0008758377828167478,0.0008758240841866106
197,197,2025-11-16 00:00:00+00:00,train,-0.00010273972602739724,0.05939949365406705,0.0,0.0008741751583915441,0.0008741614597614069
198,198,2025-11-17 00:00:00+00:00,train,-0.00010273972602739724,0.05926395002322943,0.0,0.000872556881492982,0.000872543182862845
199,199,2025-11-18 00:00:00+00:00,train,-0.00010223162538657608,0.05870837997837722,0.009891025807985605,0.0008640616504082183,0.0008640480624784452
200,200,2025-11-19 00:00:00+00:00,train,-0.00010135135135135136,0.05831192239298309,0.01713600121904131,0.0008584381883580115,0.000858424674844498
201,201,2025-11-20 00:00:00+00:00,train,-0.00010135135135135136,0.059040098864518505,0.0,0.0008569207715062701,0.000856907257992757
202,202,2025-11-21 00:00:00+00:00,train,-0.00010135135135135136,0.05891497436058896,0.0,0.0008554436382367042,0.0008554301247231904
