fold,period_idx,date,split,id,delta_w,w
54,54,2025-06-26 00:00:00+00:00,train,553848,0.009296524455834322,0.04332482555570126
54,54,2025-06-26 00:00:00+00:00,train,553849,0.0012828770954836193,0.03079165556506098
54,54,2025-06-26 00:00:00+00:00,train,553850,-0.0006566703393197856,0.043150487045372776
54,54,2025-06-26 00:00:00+00:00,train,553851,-0.007449724879487529,0.0
54,54,2025-06-26 00:00:00+00:00,train,553852,0.009178995379501682,0.04956614298771158
54,54,2025-06-26 00:00:00+00:00,train,553856,0.0,0.0
54,54,2025-06-26 00:00:00+00:00,train,553857,-0.01619578684914932,0.0
54,54,2025-06-26 00:00:00+00:00,train,553858,-0.001969025537653997,0.034318004032426304
54,54,2025-06-26 00:00:00+00:00,train,553859,0.01989963121001198,0.04642314109462868
54,54,2025-06-26 00:00:00+00:00,train,553860,-0.006255943636469221,0.020261733286944285
54,54,2025-06-26 00:00:00+00:00,train,553862,0.0,0.0
54,54,2025-06-26 00:00:00+00:00,train,553863,0.009941751065393842,0.06721090567408787
54,54,2025-06-26 00:00:00+00:00,train,553864,0.02315856044207475,0.052452396880912605
54,54,2025-06-26 00:00:00+00:00,train,553865,-0.00988224897568128,0.011976838772185165
54,54,2025-06-26 00:00:00+00:00,train,553866,0.0,0.0
54,54,2025-06-26 00:00:00+00:00,train,553869,0.012413310207055096,0.04012446282282542
54,54,2025-06-26 00:00:00+00:00,train,553871,-0.008506225828149416,0.03836920624913527
54,54,2025-06-26 00:00:00+00:00,train,553876,0.016927306161617743,0.055850706335518994
54,54,2025-06-26 00:00:00+00:00,train,553877,0.016940247529652473,0.04513859554356881
54,54,2025-06-26 00:00:00+00:00,train,553879,-0.0022071815181810006,0.0649042716942814
54,54,2025-06-26 00:00:00+00:00,train,553881,0.015145559415792348,0.07460920663003717
55,55,2025-06-27 00:00:00+00:00,train,540819,0.0,0.0
55,55,2025-06-27 00:00:00+00:00,train,540843,-0.0008994137032812489,0.0016988026679782815
55,55,2025-06-27 00:00:00+00:00,train,540844,0.0,0.0
55,55,2025-06-27 00:00:00+00:00,train,553824,0.0,0.0
55,55,2025-06-27 00:00:00+00:00,train,553826,-0.0068656073788474214,0.003462846974527792
55,55,2025-06-27 00:00:00+00:00,train,553827,-0.00030850368366565004,0.013189756079623966
55,55,2025-06-27 00:00:00+00:00,train,553828,0.0,0.0
55,55,2025-06-27 00:00:00+00:00,train,553829,-0.00042967381928954267,0.011861239710870898
55,55,2025-06-27 00:00:00+00:00,train,553830,0.00040373936877061926,0.006059229432286905
55,55,2025-06-27 00:00:00+00:00,train,553831,-0.0012387961800564597,0.0214269443261111
55,55,2025-06-27 00:00:00+00:00,train,553837,-0.0025371884742355216,0.07207201815580165
55,55,2025-06-27 00:00:00+00:00,train,553838,-0.02477108149040764,0.025817890683035832
55,55,2025-06-27 00:00:00+00:00,train,553839,0.003204950428160054,0.04118444149406122
55,55,2025-06-27 00:00:00+00:00,train,553843,-0.013150805740125109,0.038161869632325755
55,55,2025-06-27 00:00:00+00:00,train,553848,0.011462386552559552,0.05478721210826081
55,55,2025-06-27 00:00:00+00:00,train,553849,-0.014525133601864006,0.016266521963196973
55,55,2025-06-27 00:00:00+00:00,train,553850,0.0004249754321173499,0.043575462477490126
55,55,2025-06-27 00:00:00+00:00,train,553851,0.0,0.0
55,55,2025-06-27 00:00:00+00:00,train,553852,0.009251489804762411,0.05881763279247399
55,55,2025-06-27 00:00:00+00:00,train,553856,0.0,0.0
55,55,2025-06-27 00:00:00+00:00,train,553857,0.0,0.0
55,55,2025-06-27 00:00:00+00:00,train,553858,0.01656074289678621,0.050878746929212515
55,55,2025-06-27 00:00:00+00:00,train,553859,0.0006803034893108281,0.04710344458393951
55,55,2025-06-27 00:00:00+00:00,train,553860,0.021890851596600036,0.04215258488354432
55,55,2025-06-27 00:00:00+00:00,train,553862,0.0,0.0
55,55,2025-06-27 00:00:00+00:00,train,553863,-9.737386330323228e-05,0.06711353181078464
55,55,2025-06-27 00:00:00+00:00,train,553864,-0.000720463081267185,0.05173193379964542
55,55,2025-06-27 00:00:00+00:00,train,553865,0.006831642962294717,0.01880848173447988
55,55,2025-06-27 00:00:00+00:00,train,553866,0.0,0.0
55,55,2025-06-27 00:00:00+00:00,train,553869,-0.007030474746681899,0.03309398807614352
55,55,2025-06-27 00:00:00+00:00,train,553871,-0.015528406487181113,0.022840799761954158
55,55,2025-06-27 00:00:00+00:00,train,553876,0.016221311820282656,0.07207201815580165
55,55,2025-06-27 00:00:00+00:00,train,553877,-0.0034600300887230387,0.04167856545484577
55,55,2025-06-27 00:00:00+00:00,train,553879,0.007167746461520255,0.07207201815580165
55,55,2025-06-27 00:00:00+00:00,train,553881,-0.0025371884742355216,0.07207201815580165
56,56,2025-06-28 00:00:00+00:00,train,540819,0.0,0.0
56,56,2025-06-28 00:00:00+00:00,train,540843,0.008334013394760222,0.010032816062738504
56,56,2025-06-28 00:00:00+00:00,train,540844,0.0,0.0
56,56,2025-06-28 00:00:00+00:00,train,553824,0.0,0.0
56,56,2025-06-28 00:00:00+00:00,train,553826,-0.00051673418844146,0.002946112786086332
56,56,2025-06-28 00:00:00+00:00,train,553827,0.00030952406995339923,0.013499280149577365
56,56,2025-06-28 00:00:00+00:00,train,553828,0.0,0.0
56,56,2025-06-28 00:00:00+00:00,train,553829,0.0009248451419060794,0.012786084852776977
56,56,2025-06-28 00:00:00+00:00,train,553830,-0.006059229432286905,0.0
56,56,2025-06-28 00:00:00+00:00,train,553831,-0.0010766292835277108,0.02035031504258339
56,56,2025-06-28 00:00:00+00:00,train,553837,0.0006123919602455952,0.07268441011604725
56,56,2025-06-28 00:00:00+00:00,train,553838,0.001571387616622167,0.027389278299658
56,56,2025-06-28 00:00:00+00:00,train,553839,0.021100773761271133,0.06228521525533235
56,56,2025-06-28 00:00:00+00:00,train,553843,0.005770152810724669,0.043932022443050424
56,56,2025-06-28 00:00:00+00:00,train,553848,-0.010735647025206373,0.04405156508305444
56,56,2025-06-28 00:00:00+00:00,train,553849,-0.016266521963196973,0.0
56,56,2025-06-28 00:00:00+00:00,train,553850,-0.0007151231325218596,0.042860339344968267
56,56,2025-06-28 00:00:00+00:00,train,553851,0.0,0.0
56,56,2025-06-28 00:00:00+00:00,train,553852,-0.009265936883224128,0.04955169590924986
56,56,2025-06-28 00:00:00+00:00,train,553856,0.0,0.0
56,56,2025-06-28 00:00:00+00:00,train,553857,0.0,0.0
56,56,2025-06-28 00:00:00+00:00,train,553858,0.008770892465972173,0.05964963939518469
56,56,2025-06-28 00:00:00+00:00,train,553859,0.01676166264519372,0.06386510722913323
56,56,2025-06-28 00:00:00+00:00,train,553860,0.013606484298720807,0.05575906918226513
56,56,2025-06-28 00:00:00+00:00,train,553862,0.0,0.0
56,56,2025-06-28 00:00:00+00:00,train,553863,-0.014793763688585836,0.0523197681221988
56,56,2025-06-28 00:00:00+00:00,train,553864,-0.0017696360838885677,0.04996229771575685
56,56,2025-06-28 00:00:00+00:00,train,553865,-0.008593089750016021,0.01021539198446386
56,56,2025-06-28 00:00:00+00:00,train,553866,0.0,0.0
56,56,2025-06-28 00:00:00+00:00,train,553869,-0.0037828666258293633,0.029311121450314157
56,56,2025-06-28 00:00:00+00:00,train,553871,-0.007998347946420941,0.014842451815533217
56,56,2025-06-28 00:00:00+00:00,train,553876,0.0006123919602455952,0.07268441011604725
56,56,2025-06-28 00:00:00+00:00,train,553877,0.0019742219570392586,0.04365278741188503
56,56,2025-06-28 00:00:00+00:00,train,553879,0.0006123919602455952,0.07268441011604725
56,56,2025-06-28 00:00:00+00:00,train,553881,0.0006123919602455952,0.07268441011604725
57,57,2025-06-29 00:00:00+00:00,train,540819,0.0,0.0
57,57,2025-06-29 00:00:00+00:00,train,540843,0.008810450377059983,0.018843266439798487
57,57,2025-06-29 00:00:00+00:00,train,540844,0.0,0.0
57,57,2025-06-29 00:00:00+00:00,train,553824,0.0,0.0
57,57,2025-06-29 00:00:00+00:00,train,553826,-0.0008456523737137276,0.0021004604123726046
57,57,2025-06-29 00:00:00+00:00,train,553827,0.000254474137698411,0.013753754287275776
57,57,2025-06-29 00:00:00+00:00,train,553828,0.0,0.0
57,57,2025-06-29 00:00:00+00:00,train,553829,-0.005459737620173398,0.007326347232603579
57,57,2025-06-29 00:00:00+00:00,train,553830,0.0,0.0
57,57,2025-06-29 00:00:00+00:00,train,553831,-0.0031073512009442104,0.01724296384163918
57,57,2025-06-29 00:00:00+00:00,train,553837,-0.002137401388000143,0.0705470087280471
57,57,2025-06-29 00:00:00+00:00,train,553838,0.015139735771974454,0.042529014071632454
57,57,2025-06-29 00:00:00+00:00,train,553839,-0.009950241929601866,0.052334973325730484
57,57,2025-06-29 00:00:00+00:00,train,553843,-0.017420424685687275,0.02651159775736315
57,57,2025-06-29 00:00:00+00:00,train,553848,-0.0028852487680789615,0.04116631631497548
57,57,2025-06-29 00:00:00+00:00,train,553849,0.0,0.0
57,57,2025-06-29 00:00:00+00:00,train,553850,6.59379697351345e-05,0.0429262773147034
57,57,2025-06-29 00:00:00+00:00,train,553851,0.0,0.0
57,57,2025-06-29 00:00:00+00:00,train,553852,-0.0016527555804989394,0.04789894032875092
57,57,2025-06-29 00:00:00+00:00,train,553856,0.0,0.0
57,57,2025-06-29 00:00:00+00:00,train,553857,0.0,0.0
57,57,2025-06-29 00:00:00+00:00,train,553858,0.010413320943617778,0.07006296033880247
57,57,2025-06-29 00:00:00+00:00,train,553859,-0.010548773628698667,0.053316333600434564
57,57,2025-06-29 00:00:00+00:00,train,553860,-0.0022626893406251167,0.05349637984164001
57,57,2025-06-29 00:00:00+00:00,train,553862,0.0,0.0
57,57,2025-06-29 00:00:00+00:00,train,553863,0.014469121678448264,0.06678888980064707
57,57,2025-06-29 00:00:00+00:00,train,553864,-0.0029203575653591884,0.047041940150397664
57,57,2025-06-29 00:00:00+00:00,train,553865,-0.00017057311355955958,0.0100448188709043
57,57,2025-06-29 00:00:00+00:00,train,553866,0.0,0.0
57,57,2025-06-29 00:00:00+00:00,train,553869,-0.002616182743251757,0.0266949387070624
57,57,2025-06-29 00:00:00+00:00,train,553871,0.0006409048633248537,0.01548335667885807
57,57,2025-06-29 00:00:00+00:00,train,553876,0.0002557256479903264,0.07294013576403757
57,57,2025-06-29 00:00:00+00:00,train,553877,0.011416267252362972,0.055069054664248
57,57,2025-06-29 00:00:00+00:00,train,553879,0.0002557256479903264,0.07294013576403757
57,57,2025-06-29 00:00:00+00:00,train,553881,0.0002557256479903264,0.07294013576403757
58,58,2025-06-30 00:00:00+00:00,train,540819,0.0,0.0
58,58,2025-06-30 00:00:00+00:00,train,540843,0.005737170576566707,0.024580437016365194
58,58,2025-06-30 00:00:00+00:00,train,540844,0.0,0.0
58,58,2025-06-30 00:00:00+00:00,train,553824,0.0,0.0
58,58,2025-06-30 00:00:00+00:00,train,553826,-0.0008584808938916202,0.0012419795184809843
58,58,2025-06-30 00:00:00+00:00,train,553827,0.011045408291370153,0.02479916257864593
58,58,2025-06-30 00:00:00+00:00,train,553828,0.0,0.0
58,58,2025-06-30 00:00:00+00:00,train,553829,8.203182367123429e-05,0.0074083790562748135
58,58,2025-06-30 00:00:00+00:00,train,553830,0.0,0.0
58,58,2025-06-30 00:00:00+00:00,train,553831,-0.0006752463622270548,0.016567717479412124
58,58,2025-06-30 00:00:00+00:00,train,553837,-0.020584276416552624,0.04996273231149448
58,58,2025-06-30 00:00:00+00:00,train,553838,-0.015201299220057665,0.02732771485157479
58,58,2025-06-30 00:00:00+00:00,train,553839,0.008451713287422308,0.06078668661315279
58,58,2025-06-30 00:00:00+00:00,train,553843,-0.007067004466643909,0.01944459329071924
58,58,2025-06-30 00:00:00+00:00,train,553848,0.009597281325087394,0.05076359764006287
58,58,2025-06-30 00:00:00+00:00,train,553849,0.0,0.0
58,58,2025-06-30 00:00:00+00:00,train,553850,0.018587300167718354,0.061513577482421755
58,58,2025-06-30 00:00:00+00:00,train,553851,0.0,0.0
58,58,2025-06-30 00:00:00+00:00,train,553852,0.009471960192102148,0.05737090052085307
