fold,id,weight,p_hat,c_exec,implied,edge
2,562004,0.0,0.02169145346413352,0.01,0.0095,0.011691453464133519
2,562005,0.0,0.023680685027278114,0.016,0.0155,0.007680685027278113
2,562006,0.0,0.02101055128055114,0.008,0.0075,0.01301055128055114
2,562007,0.0,0.02111323839858833,0.007,0.0065,0.01411323839858833
2,562008,0.0,0.021080748700394728,0.007,0.0065,0.014080748700394729
2,562186,0.0,0.4579390820684702,0.65,0.645,-0.1920609179315298
2,562187,0.04526484502381232,0.444711376945949,0.35,0.345,0.094711376945949
2,562188,0.0,0.02172352253406974,0.002,0.001,0.01972352253406974
2,562189,0.0,0.020497000840519794,0.001,0.0005,0.019497000840519793
2,562190,0.0,0.020927578267413417,0.001,0.0005,0.019927578267413416
2,562793,0.0,0.5642834028494074,0.52,0.515,0.04428340284940735
2,562794,0.024494023851006384,0.5640915646361642,0.49,0.485,0.07409156463616418
2,562802,0.0,0.1026164000637881,0.87,0.865,-0.7673835999362119
2,562803,0.0,0.10280108177659583,0.14,0.135,-0.03719891822340418
2,562828,0.00312136924535998,0.5630717015243373,0.51,0.505,0.05307170152433727
2,562829,0.0,0.02269065197579911,0.007,0.006,0.01569065197579911
2,562830,0.05085127503729293,0.4605344658195159,0.36,0.355,0.10053446581951592
2,562831,0.0,0.10482084949753448,0.14,0.135,-0.035179150502465534
2,562832,0.0,0.021817441194070773,0.004,0.0035,0.017817441194070773
2,563650,0.0,0.09682725044542108,0.13,0.125,-0.033172749554578926
2,564161,0.0,0.02495385408429227,0.016,0.015,0.008953854084292268
2,564162,0.0,0.07551150361886057,0.9,0.895,-0.8244884963811394
2,564163,0.0,0.020833580903932686,0.004,0.0035,0.016833580903932686
2,564164,0.0,0.020259153779120836,0.001,0.0005,0.019259153779120835
2,564165,0.0,0.02073981818794575,0.001,0.0005,0.01973981818794575
2,564166,0.0,0.05984301918709771,0.089,0.0855,-0.029156980812902286
2,564167,0.0,0.02095121205343589,0.001,0.0005,0.01995121205343589
2,564168,0.0,0.02069216276869082,0.001,0.0005,0.01969216276869082
2,564169,0.0,0.021369840901953503,0.001,0.0005,0.0203698409019535
2,564170,0.0,0.020968388359951223,0.001,0.0005,0.01996838835995122
2,564171,0.0,0.020809588622892804,0.001,0.0005,0.019809588622892803
2,564172,0.0,0.0205366215984785,0.001,0.0005,0.0195366215984785
2,564173,0.0,0.02020884610993495,0.001,0.0005,0.019208846109934948
2,564174,0.0,0.020311894767612505,0.001,0.0005,0.019311894767612504
2,564175,0.0,0.020764623727193468,0.001,0.0005,0.019764623727193467
2,564176,0.0,0.02039479182080297,0.001,0.0005,0.01939479182080297
2,564177,0.0,0.0209288715375614,0.001,0.0005,0.0199288715375614
2,564178,0.0,0.020259453090056247,0.001,0.0005,0.019259453090056246
2,564179,0.0,0.020326703880559124,0.001,0.0005,0.019326703880559123
2,564180,0.0,0.020097462242488644,0.001,0.0005,0.019097462242488643
2,564181,0.0,0.020628065536263764,0.001,0.0005,0.019628065536263763
2,564183,0.0,0.020881823604857176,0.001,0.0005,0.019881823604857175
2,564194,0.0,0.16250498138600722,0.18,0.175,-0.017495018613992774
2,564195,0.0,0.1326202034643723,0.16,0.155,-0.027379796535627693
2,564196,0.0,0.02454340367592904,0.014,0.012,0.01054340367592904
2,564197,0.0,0.03674951135074587,0.046,0.0385,-0.00925048864925413
2,564198,0.0,0.1317315651493593,0.16,0.155,-0.028268434850640706
2,564199,0.0,0.04221387040576906,0.056,0.0535,-0.013786129594230943
2,564200,0.05748924101482336,0.4702862098671227,0.363,0.358,0.10728620986712273
2,564204,0.0,0.02573078294873271,0.015,0.0145,0.010730782948732712
2,564205,0.0,0.026446457235969247,0.024,0.02,0.0024464572359692467
2,564208,0.0,0.037548323649149,0.046,0.043,-0.008451676350851
2,564210,0.0316932785284085,0.571053256194196,0.49,0.485,0.08105325619419601
2,564211,0.0,0.08703108863943634,0.12,0.11,-0.03296891136056365
2,564212,0.0,0.031499684837585265,0.032,0.031,-0.0005003151624147356
